AccNum	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI
AGM04916.1	DUF3046	SIG	DUF3046	64	AORI_2328	Amycolatopsis orientalis HCCB10007	bacteria>actinobacteria	hypothetical protein AORI_2328 [Amycolatopsis orientalis HCCB10007]	505814993
AGM29602.1	DUF3046	-	DUF3046	64	MASS_3000	Mycobacterium abscessus subsp. bolletii 50594	bacteria>actinobacteria	hypothetical protein MASS_3000 [Mycobacterium abscessus subsp. bolletii 50594]	506963221
AGS72202.1	DUF3046	-	DUF3046	64	B446_26970	Streptomyces collinus Tu 365	bacteria>actinobacteria	hypothetical protein B446_26970 [Streptomyces collinus Tu 365]	529200456
AGT82981.1	DUF3046	-	DUF3046	64	B737_2317	Amycolatopsis mediterranei RB	bacteria>actinobacteria	hypothetical protein B737_2317 [Amycolatopsis mediterranei RB]	532228002
AGT92390.1	DUF3046	-	DUF3046	64	O5Y_12645	Rhodococcus erythropolis CCM2595	bacteria>actinobacteria	hypothetical protein O5Y_12645 [Rhodococcus erythropolis CCM2595]	532222357
AGZ53233.1	DUF3046	-	DUF3046	64	MKAN_25185	Mycobacterium kansasii ATCC 12478	bacteria>actinobacteria	hypothetical protein MKAN_25185 [Mycobacterium kansasii ATCC 12478]	556026022
AHC25234.1	DUF3046	-	DUF3046	64	D174_11815	Mycobacterium neoaurum VKM Ac-1815D	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium neoaurum VKM Ac-1815D]	565685374
AHD19471.1	DUF3046	-	DUF3046	64	Y013_01510	Rhodococcus pyridinivorans SB3094	bacteria>actinobacteria	hypothetical protein Y013_01510 [Rhodococcus pyridinivorans SB3094]	568232566
AHI00064.1	DUF3046	SIG	DUF3046	64	KALB_6705	Kutzneria albida DSM 43870	bacteria>actinobacteria	hypothetical protein KALB_6705 [Kutzneria albida DSM 43870]	578011805
AHK30603.1	DUF3046	-	DUF3046	64	Pd630_LPD03384	Rhodococcus opacus PD630	bacteria>actinobacteria	hypothetical protein Pd630_LPD03384 [Rhodococcus opacus PD630]	589065744
AIA06306.1	DUF3046	-	DUF3046	64	DC74_5857	Streptomyces albulus	bacteria>actinobacteria	hypothetical protein DC74_5857 [Streptomyces albulus]	636569621
AIC71850.1	DUF3046	-	DUF3046	64	MYCMA_07285	Mycobacterium abscessus subsp. bolletii str. GO 06	bacteria>actinobacteria	hypothetical protein MYCMA_07285 [Mycobacterium abscessus subsp. bolletii str. GO 06]	649944957
AID35787.1	DUF3046	-	DUF3046	64	TIA1EST1_04965	Propionibacterium acnes hdn-1	bacteria>actinobacteria	hypothetical protein TIA1EST1_04965 [Propionibacterium acnes hdn-1]	657119038
AIJ12961.1	DUF3046	-	DUF3046	64	SLIV_09785	Streptomyces lividans TK24	bacteria>actinobacteria	hypothetical protein SLIV_09785 [Streptomyces lividans TK24]	672369079
AIJ25115.1	DUF3046	-	DUF3046	64	AMETH_5023	Amycolatopsis methanolica 239	bacteria>actinobacteria	hypothetical protein AMETH_5023 [Amycolatopsis methanolica 239]	672359237
AIR21002.1	DUF3046	-	DUF3046	64	LG40_24940	Mycobacterium kansasii 662	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium kansasii 662]	690323375
AIR24770.1	DUF3046	-	DUF3046	64	LA64_16645	Mycobacterium avium subsp. avium 2285 (S)	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. avium 2285 (S)]	690328025
AIR30577.1	DUF3046	-	DUF3046	64	LH54_25070	Mycobacterium kansasii 824	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium kansasii 824]	690334909
AIR34218.1	DUF3046	-	DUF3046	64	LA61_15445	Mycobacterium abscessus subsp. bolletii 103	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. bolletii 103]	690338929
AIR39098.1	DUF3046	-	DUF3046	64	LA62_15545	Mycobacterium abscessus subsp. bolletii	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. bolletii]	690345027
AIR42699.1	DUF3046	-	DUF3046	64	LH56_08810	Mycobacterium abscessus subsp. bolletii	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. bolletii]	690291193
AIR57578.1	DUF3046	-	DUF3046	64	LA63_16650	Mycobacterium avium subsp. avium 2285 (R)	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. avium 2285 (R)]	690308269
AIS00907.1	DUF3046	-	DUF3046	64	SGLAU_24845	Streptomyces glaucescens	bacteria>actinobacteria	hypothetical protein SGLAU_24845 [Streptomyces glaucescens]	692324703
AIU07870.1	DUF3046	-	DUF3046	64	LJ00_13430	Mycobacterium smegmatis str. MC2 155	bacteria>actinobacteria	hypothetical protein LJ00_13430 [Mycobacterium smegmatis str. MC2 155]	698941108
AIU14495.1	DUF3046	-	DUF3046	64	LI99_13435	Mycobacterium smegmatis	bacteria>actinobacteria	hypothetical protein LI99_13435 [Mycobacterium smegmatis]	698950301
AIU21118.1	DUF3046	-	DUF3046	64	LI98_13440	Mycobacterium smegmatis	bacteria>actinobacteria	hypothetical protein LI98_13440 [Mycobacterium smegmatis]	698958583
AIV11866.1	DUF3046	-	DUF3046	64	NF82_15310	Mycobacterium abscessus subsp. bolletii	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. bolletii]	701177227
AIV15712.1	DUF3046	-	DUF3046	64	NF92_08955	Mycobacterium abscessus subsp. abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. abscessus]	701181074
AIV20239.1	DUF3046	-	DUF3046	64	NF90_08955	Mycobacterium abscessus subsp. abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus subsp. abscessus]	701185602
AIV26017.1	DUF3046	-	DUF3046	64	NF84_16500	Mycobacterium avium subsp. avium	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. avium]	701191381
AIV33856.1	DUF3046	-	DUF3046	64	NI25_10390	Streptomyces sp. CCM_MD2014	bacteria>actinobacteria	hypothetical protein NI25_10390 [Streptomyces sp. CCM_MD2014]	703589031
AIY03892.1	DUF3046	-	DUF3046	64	ART_4293	Arthrobacter sp. PAMC 25486	bacteria>actinobacteria	hypothetical protein ART_4293 [Arthrobacter sp. PAMC 25486]	723610516
AIY17809.1	DUF3046	-	DUF3046	64	KR76_15435	Pimelobacter simplex	bacteria>actinobacteria	hypothetical protein KR76_15435 [Pimelobacter simplex]	723624333
AIY46306.1	DUF3046	-	DUF3046	64	G155_12735	Mycobacterium sp. VKM Ac-1817D	bacteria>actinobacteria	hypothetical protein G155_12735 [Mycobacterium sp. VKM Ac-1817D]	725871073
AJC55573.1	DUF3046	-	DUF3046	64	GZL_02986	Streptomyces sp. 769	bacteria>actinobacteria	hypothetical protein GZL_02986 [Streptomyces sp. 769]	744773432
AJE81895.1	DUF3046	-	DUF3046	64	SLNWT_1519	Streptomyces albus	bacteria>actinobacteria	hypothetical protein SLNWT_1519 [Streptomyces albus]	749176149
AJF67624.1	DUF3046	-	DUF3046	64	SVTN_27800	Streptomyces vietnamensis	bacteria>actinobacteria	hypothetical protein SVTN_27800 [Streptomyces vietnamensis]	751391536
AJK55029.1	DUF3046	SIG	DUF3046	64	BB31_17350	Amycolatopsis lurida NRRL 2430	bacteria>actinobacteria	hypothetical protein BB31_17350 [Amycolatopsis lurida NRRL 2430]	755911451
AJK74411.1	DUF3046	-	DUF3046	64	RC58_04720	Mycobacterium avium subsp. paratuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. paratuberculosis]	756073814
AJK78565.1	DUF3046	-	DUF3046	64	RE97_04715	Mycobacterium avium subsp. paratuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. paratuberculosis]	756082770
AJP04145.1	DUF3046	-	DUF3046	64	TU94_24415	Streptomyces cyaneogriseus subsp. noncyanogenus	bacteria>actinobacteria	hypothetical protein TU94_24415 [Streptomyces cyaneogriseus subsp. noncyanogenus]	758858989
AJT64002.1	DUF3046	-	DUF3046	64	T261_2319	Streptomyces lydicus A02	bacteria>actinobacteria	hypothetical protein T261_2319 [Streptomyces lydicus A02]	768314221
AKA03180.1	DUF3046	-	DUF3046	64	SAZ_12640	Streptomyces albulus ZPM	bacteria>actinobacteria	hypothetical protein SAZ_12640 [Streptomyces albulus ZPM]	785757392
AKE00652.1	DUF3046	-	DUF3046	64	XU06_12865	Rhodococcus erythropolis	bacteria>actinobacteria	hypothetical protein XU06_12865 [Rhodococcus erythropolis]	808772587
AKE92525.1	DUF3046	-	DUF3046	64	AAT18_11925	Rhodococcus aetherivorans	bacteria>actinobacteria	hypothetical protein AAT18_11925 [Rhodococcus aetherivorans]	816218729
AKG45899.1	DUF3046	-	DUF3046	64	SXIM_45150	Streptomyces xiamenensis	bacteria>actinobacteria	hypothetical protein SXIM_45150 [Streptomyces xiamenensis]	818447755
AKH85196.1	DUF3046	-	DUF3046	64	AA958_26535	Streptomyces sp. CNQ-509	bacteria>actinobacteria	hypothetical protein AA958_26535 [Streptomyces sp. CNQ-509]	822596301
AKK27236.1	DUF3046	-	DUF3046	64	AB431_11700	Mycobacterium sp. EPa45	bacteria>actinobacteria	hypothetical protein AB431_11700 [Mycobacterium sp. EPa45]	828182001
AKL68214.1	DUF3046	-	DUF3046	64	M444_25440	Streptomyces sp. Mg1	bacteria>actinobacteria	hypothetical protein M444_25440 [Streptomyces sp. Mg1]	829482071
AKN17542.1	DUF3046	-	DUF3046	64	B586_14725	Mycobacterium haemophilum DSM 44634	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium haemophilum DSM 44634]	846149097
AKP59046.1	DUF3046	-	DUF3046	64	MAUC22_16860	Mycobacterium abscessus UC22	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus UC22]	873879409
AKS34770.1	DUF3046	-	DUF3046	64	AFA91_25980	Mycobacterium goodii	bacteria>actinobacteria	hypothetical protein AFA91_25980 [Mycobacterium goodii]	906355135
AKZ58515.1	DUF3046	-	DUF3046	64	SAM23877_5470	Streptomyces ambofaciens ATCC 23877	bacteria>actinobacteria	hypothetical protein SAM23877_5470 [Streptomyces ambofaciens ATCC 23877]	917651846
ALC20444.1	DUF3046	-	DUF3046	64	SPRI_2138	Streptomyces pristinaespiralis	bacteria>actinobacteria	DUF3046 domain-containing protein [Streptomyces pristinaespiralis]	924534262
ALC27147.1	DUF3046	-	DUF3046	64	ABE83_08650	Streptomyces sp. CFMR 7	bacteria>actinobacteria	hypothetical protein ABE83_08650 [Streptomyces sp. CFMR 7]	924541145
ALD69590.1	DUF3046	-	DUF3046	64	RN83_05415	Cutibacterium acnes	bacteria>actinobacteria	hypothetical protein RN83_05415 [Cutibacterium acnes]	927038018
ALE76451.1	DUF3046	-	DUF3046	64	FRP1_18170	Pseudonocardia sp. EC080625-04	bacteria>actinobacteria	hypothetical protein FRP1_18170 [Pseudonocardia sp. EC080625-04]	928465723
ALE81061.1	DUF3046	-	DUF3046	64	WY02_24740	Pseudonocardia sp. AL041005-10	bacteria>actinobacteria	hypothetical protein WY02_24740 [Pseudonocardia sp. AL041005-10]	928480730
ALE84687.1	DUF3046	-	DUF3046	64	XF36_17370	Pseudonocardia sp. HH130629-09	bacteria>actinobacteria	hypothetical protein XF36_17370 [Pseudonocardia sp. HH130629-09]	928474959
ALG07875.1	DUF3046	-	DUF3046	64	AOZ06_13975	Kibdelosporangium phytohabitans	bacteria>actinobacteria	hypothetical protein AOZ06_13975 [Kibdelosporangium phytohabitans]	930830672
ALG84611.1	DUF3046	-	DUF3046	64	ACH46_09035	Gordonia sp. QH-11	bacteria>actinobacteria	hypothetical protein ACH46_09035 [Gordonia sp. QH-11]	933681907
ALI26459.1	DUF3046	-	DUF3046	64	XA26_26160	Mycobacterium fortuitum	bacteria>actinobacteria	hypothetical protein XA26_26160 [Mycobacterium fortuitum]	937420460
ALL79128.1	DUF3046	-	DUF3046	64	AD006_25625	Pseudonocardia sp. EC080610-09	bacteria>actinobacteria	hypothetical protein AD006_25625 [Pseudonocardia sp. EC080610-09]	944388299
ALL84304.1	DUF3046	-	DUF3046	64	AD017_05215	Pseudonocardia sp. EC080619-01	bacteria>actinobacteria	hypothetical protein AD017_05215 [Pseudonocardia sp. EC080619-01]	944393478
ALM17238.1	DUF3046	-	DUF3046	64	AOY11_14230	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	946537309
ALN16120.1	DUF3046	-	DUF3046	64	ASQ49_13580	Acidipropionibacterium acidipropionici	bacteria>actinobacteria	hypothetical protein ASQ49_13580 [Acidipropionibacterium acidipropionici]	949807725
ALO11421.1	DUF3046	-	DUF3046	64	AQF52_5828	Streptomyces venezuelae	bacteria>actinobacteria	hypothetical protein AQF52_5828 [Streptomyces venezuelae]	952473083
ALO96551.1	DUF3046	-	DUF3046	64	SHL15_5485	Streptomyces hygroscopicus subsp. limoneus	bacteria>actinobacteria	hypothetical protein SHL15_5485 [Streptomyces hygroscopicus subsp. limoneus]	953785031
ALT35210.1	DUF3046	-	DUF3046	64	ALW21_05090	Cutibacterium acnes	bacteria>actinobacteria	hypothetical protein ALW21_05090 [Cutibacterium acnes]	966536511
ALT37526.1	DUF3046	-	DUF3046	64	ALW23_05170	Cutibacterium acnes	bacteria>actinobacteria	hypothetical protein ALW23_05170 [Cutibacterium acnes]	966538828
ALT42038.1	DUF3046	-	DUF3046	64	ALW29_05015	Cutibacterium acnes	bacteria>actinobacteria	hypothetical protein ALW29_05015 [Cutibacterium acnes]	966543342
ALT44328.1	DUF3046	-	DUF3046	64	ALW33_05180	Cutibacterium acnes	bacteria>actinobacteria	hypothetical protein ALW33_05180 [Cutibacterium acnes]	966545633
ALU71294.1	DUF3046	-	DUF3046	64	H351_19675	Rhodococcus erythropolis R138	bacteria>actinobacteria	hypothetical protein H351_19675 [Rhodococcus erythropolis R138]	970865885
ALU96613.1	DUF3046	-	DUF3046	64	WQO_26755	Streptomyces globisporus C-1027	bacteria>actinobacteria	hypothetical protein WQO_26755 [Streptomyces globisporus C-1027]	971159009
ALV32901.1	DUF3046	-	DUF3046	64	AS200_13200	Streptomyces sp. CdTB01	bacteria>actinobacteria	hypothetical protein AS200_13200 [Streptomyces sp. CdTB01]	971332279
ALV52540.1	DUF3046	-	DUF3046	64	ASR50_26090	Streptomyces sp. 4F	bacteria>actinobacteria	hypothetical protein ASR50_26090 [Streptomyces sp. 4F]	971352363
ALX04600.1	DUF3046	-	DUF3046	64	AERYTH_07780	Aeromicrobium erythreum	bacteria>actinobacteria	hypothetical protein AERYTH_07780 [Aeromicrobium erythreum]	973194682
AMB42447.1	DUF3046	-	DUF3046	64	AUT26_06990	Arthrobacter sp. ATCC 21022	bacteria>actinobacteria	histidine kinase [Arthrobacter sp. ATCC 21022]	983719552
AMM07887.1	DUF3046	-	DUF3046	64	Salbus254_1344	Streptomyces albus	bacteria>actinobacteria	hypothetical protein Salbus254_1344 [Streptomyces albus]	1001840645 
AMO05725.1	DUF3046	-	DUF3046	64	MyAD_11595	Mycobacterium sp. NRRL B-3805	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium sp. NRRL B-3805]	1003100412 
AMO61953.1	DUF3046	-	DUF3046	64	MPHLCCUG_03148	Mycobacterium phlei	bacteria>actinobacteria	hypothetical protein MPHLCCUG_03148 [Mycobacterium phlei]	1003469991 
AMS04683.1	DUF3046	-	DUF3046	64	AXH35_03460	Acidipropionibacterium acidipropionici	bacteria>actinobacteria	hypothetical protein AXH35_03460 [Acidipropionibacterium acidipropionici]	1012283486 
AMT71616.1	DUF3046	-	DUF3046	64	ABG82_16215	Mycobacterium immunogenum	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium immunogenum]	1013058503 
AMU21856.1	DUF3046	-	DUF3046	64	A3N95_14355	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014138167 
AMU26871.1	DUF3046	-	DUF3046	64	A3N96_16995	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014147133 
AMU31692.1	DUF3046	-	DUF3046	64	A3N97_14715	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014156278 
AMU36556.1	DUF3046	-	DUF3046	64	A3N98_16190	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014165894 
AMU41601.1	DUF3046	-	DUF3046	64	A3N99_16780	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014177358 
AMU46456.1	DUF3046	-	DUF3046	64	A3O00_15355	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014187949 
AMU51349.1	DUF3046	-	DUF3046	64	A3O01_15285	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014198770 
AMU56378.1	DUF3046	-	DUF3046	64	A3O02_15305	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014208650 
AMU61575.1	DUF3046	-	DUF3046	64	A3O03_16900	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014220901 
AMU66474.1	DUF3046	-	DUF3046	64	A3O04_15210	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014890313 
AMU71059.1	DUF3046	-	DUF3046	64	A3O05_14165	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014894899 
AMU76146.1	DUF3046	-	DUF3046	64	A3O06_17455	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1014899987 
AMW13257.1	DUF3046	-	DUF3046	64	A4E84_29450	Streptomyces sp. S10(2016)	bacteria>actinobacteria	hypothetical protein A4E84_29450 [Streptomyces sp. S10(2016)]	1015642399 
AMW20572.1	DUF3046	-	DUF3046	64	Chelonae_p2821	Mycobacterium sp. QIA-37	bacteria>actinobacteria	hypothetical protein Chelonae_p2821 [Mycobacterium sp. QIA-37]	1015672840 
AMY18848.1	DUF3046	-	DUF3046	64	A3Q40_01458	Rhodococcus sp. PBTS 1	bacteria>actinobacteria	hypothetical protein A3Q40_01458 [Rhodococcus sp. PBTS 1]	1017208652 
ANA99022.1	DUF3046	-	DUF3046	64	BB28_15430	Mycobacterium chelonae CCUG 47445	bacteria>actinobacteria	hypothetical protein BB28_15430 [Mycobacterium chelonae CCUG 47445]	1023046880 
ANB08918.1	DUF3046	-	DUF3046	64	SAM40697_4961	Streptomyces ambofaciens	bacteria>actinobacteria	hypothetical protein SAM40697_4961 [Streptomyces ambofaciens]	1023057066 
ANE81073.1	DUF3046	-	DUF3046	64	A7U43_18875	Mycobacterium sp. YC-RL4	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium sp. YC-RL4]	1028500563 
ANH29482.1	DUF3046	-	DUF3046	64	A0V42_14585	Mycobacterium avium subsp. paratuberculosis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. paratuberculosis]	1032998033 
ANH93791.1	DUF3046	-	DUF3046	64	A8713_23615	Streptomyces sp. SAT1	bacteria>actinobacteria	hypothetical protein A8713_23615 [Streptomyces sp. SAT1]	1033852942 
ANJ09832.1	DUF3046	-	DUF3046	64	Spa2297_24385	Streptomyces parvulus	bacteria>actinobacteria	hypothetical protein Spa2297_24385 [Streptomyces parvulus]	1035486662 
ANN16420.1	DUF3046	SIG	DUF3046	64	SD37_12665	Amycolatopsis orientalis	bacteria>actinobacteria	hypothetical protein SD37_12665 [Amycolatopsis orientalis]	1039682320 
ANN99866.1	DUF3046	-	DUF3046	64	BAB74_14955	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1041022823 
ANO04738.1	DUF3046	-	DUF3046	64	BAB75_16460	Mycobacterium immunogenum	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium immunogenum]	1041027695 
ANO10031.1	DUF3046	-	DUF3046	64	BAB76_15295	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1041032989 
ANO15012.1	DUF3046	-	DUF3046	64	BAB77_15030	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1041037971 
ANO19806.1	DUF3046	-	DUF3046	64	BAB78_15585	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1041042767 
ANO25089.1	DUF3046	-	DUF3046	64	BAB79_17450	Mycobacterium abscessus	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium abscessus]	1041048051 
ANP49877.1	DUF3046	-	DUF3046	64	AVL59_09865	Streptomyces griseochromogenes	bacteria>actinobacteria	hypothetical protein AVL59_09865 [Streptomyces griseochromogenes]	1042027982 
ANQ75219.1	DUF3046	-	DUF3046	64	AOT96_24095	Rhodococcus sp. 008	bacteria>actinobacteria	hypothetical protein AOT96_24095 [Rhodococcus sp. 008]	1042835355 
ANR92622.1	DUF3046	-	DUF3046	64	BBJ32_15875	Mycobacterium avium	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium]	1043214922 
ANW17745.1	DUF3046	-	DUF3046	64	BB341_05635	Streptomyces clavuligerus	bacteria>actinobacteria	hypothetical protein BB341_05635 [Streptomyces clavuligerus]	1046922011 
ANW64391.1	DUF3046	-	DUF3046	64	BCA37_12995	Mycobacterium sp. djl-10	bacteria>actinobacteria	hypothetical protein BCA37_12995 [Mycobacterium sp. djl-10]	1047840630 
ANY08407.1	DUF3046	-	DUF3046	64	AFB00_21400	Pseudonocardia sp. HH130630-07	bacteria>actinobacteria	hypothetical protein AFB00_21400 [Pseudonocardia sp. HH130630-07]	1049188568 
ANY23314.1	DUF3046	-	DUF3046	64	BCM27_11360	Gordonia terrae	bacteria>actinobacteria	hypothetical protein BCM27_11360 [Gordonia terrae]	1049203117 
ANZ15896.1	DUF3046	-	DUF3046	64	SNOUR_12925	Streptomyces noursei ATCC 11455	bacteria>actinobacteria	Protein of unknown function (DUF3046) [Streptomyces noursei ATCC 11455]	1051497191 
ANZ28171.1	DUF3046	-	DUF3046	64	A4U64_12795	Rhodococcus sp. WB1	bacteria>actinobacteria	hypothetical protein A4U64_12795 [Rhodococcus sp. WB1]	1050289833 
ANZ42433.1	DUF3046	-	DUF3046	64	BBK82_02020	Lentzea guizhouensis	bacteria>actinobacteria	hypothetical protein BBK82_02020 [Lentzea guizhouensis]	1050306074 
AOD22844.1	DUF3046	-	DUF3046	64	IM25_15565	Rhodococcus sp. p52	bacteria>actinobacteria	hypothetical protein IM25_15565 [Rhodococcus sp. p52]	1052536299 
AOG27512.1	DUF3046	-	DUF3046	64	BFS79_01995	Cutibacterium avidum	bacteria>actinobacteria	hypothetical protein BFS79_01995 [Cutibacterium avidum]	1059945375 
AOH44814.1	DUF3046	-	DUF3046	64	BCB70_01625	Propionibacterium sp. oral taxon 193	bacteria>actinobacteria	hypothetical protein BCB70_01625 [Propionibacterium sp. oral taxon 193]	1061027634 
AOP49453.1	DUF3046	-	DUF3046	64	SL103_27275	Streptomyces lydicus	bacteria>actinobacteria	hypothetical protein SL103_27275 [Streptomyces lydicus]	1066952498 
AOR31747.1	DUF3046	-	DUF3046	64	BFF78_12400	Streptomyces puniciscabiei	bacteria>actinobacteria	hypothetical protein BFF78_12400 [Streptomyces puniciscabiei]	1069154836 
AOS65088.1	DUF3046	-	DUF3046	64	TL08_21505	Actinoalloteichus hymeniacidonis	bacteria>actinobacteria	putative DUF3046 family protein [Actinoalloteichus hymeniacidonis]	1070872297 
AOT61395.1	DUF3046	-	DUF3046	64	A4G23_04282	Streptomyces rubrolavendulae	bacteria>actinobacteria	hypothetical protein A4G23_04282 [Streptomyces rubrolavendulae]	1072813976 
AOU76211.1	DUF3046	-	DUF3046	64	SLNHY_1520	Streptomyces albus	bacteria>actinobacteria	hypothetical protein SLNHY_1520 [Streptomyces albus]	1073939454 
AOW89408.1	DUF3046	-	DUF3046	64	BC342_26045	Streptomyces pactum	bacteria>actinobacteria	hypothetical protein BC342_26045 [Streptomyces pactum]	1082324682 
AOY71919.1	DUF3046	-	DUF3046	64	ARZXY2_2388	Arthrobacter sp. ZXY-2	bacteria>actinobacteria	histidine kinase [Arthrobacter sp. ZXY-2]	1092262835 
AOZ46173.1	DUF3046	-	DUF3046	64	A8L58_04925	Acidipropionibacterium acidipropionici	bacteria>actinobacteria	hypothetical protein A8L58_04925 [Acidipropionibacterium acidipropionici]	1092999245 
APE12087.1	DUF3046	-	DUF3046	64	BO226_06100	Rhodococcus sp. 2G	bacteria>actinobacteria	hypothetical protein BO226_06100 [Rhodococcus sp. 2G]	1108520429 
APE15532.1	DUF3046	-	DUF3046	64	BOH72_10245	Mycobacterium sp. WY10	bacteria>actinobacteria	hypothetical protein BOH72_10245 [Mycobacterium sp. WY10]	1108523877 
APE24282.1	DUF3046	-	DUF3046	64	vnz_26785	Streptomyces venezuelae	bacteria>actinobacteria	hypothetical protein vnz_26785 [Streptomyces venezuelae]	1108532628 
APS18791.1	DUF3046	-	DUF3046	64	TK78_07370	Streptomyces sp. Tue 6075	bacteria>actinobacteria	hypothetical protein TK78_07370 [Streptomyces sp. Tue 6075]	1127397401 
APT12005.1	DUF3046	-	DUF3046	64	BS641_18580	Mycobacterium avium subsp. hominissuis	bacteria>actinobacteria	signal transduction histidine kinase [Mycobacterium avium subsp. hominissuis]	1127838627 
APU16938.1	DUF3046	-	DUF3046	64	UA74_24620	Actinoalloteichus sp. ADI127-7	bacteria>actinobacteria	putative DUF3046 family protein [Actinoalloteichus sp. ADI127-7]	1130032617 
APU23018.1	DUF3046	-	DUF3046	64	UA75_25200	Actinoalloteichus sp. GBA129-24	bacteria>actinobacteria	putative DUF3046 family protein [Actinoalloteichus sp. GBA129-24]	1130038698 
APU42501.1	DUF3046	-	DUF3046	64	BSL84_24670	Streptomyces sp. TN58	bacteria>actinobacteria	hypothetical protein BSL84_24670 [Streptomyces sp. TN58]	1130053298 
APY86037.1	DUF3046	-	DUF3046	64	A7J05_10220	Streptomyces silaceus	bacteria>actinobacteria	hypothetical protein A7J05_10220 [Streptomyces silaceus]	1137365122 
APZ08131.1	DUF3046	-	DUF3046	64	BWX38_01300	Acidipropionibacterium acidipropionici	bacteria>actinobacteria	hypothetical protein BWX38_01300 [Acidipropionibacterium acidipropionici]	1137387223 
AQA14403.1	DUF3046	-	DUF3046	64	BV401_32325	Streptomyces autolyticus	bacteria>actinobacteria	hypothetical protein BV401_32325 [Streptomyces autolyticus]	1140129858 
AQA24454.1	DUF3046	-	DUF3046	64	BTZ20_2455	Rhodococcus sp. MTM3W5.2	bacteria>actinobacteria	hypothetical protein BTZ20_2455 [Rhodococcus sp. MTM3W5.2]	1140139921 
BAC70206.1	DUF3046	-	DUF3046	64	SAVERM_2495	Streptomyces avermitilis MA-4680 = NBRC 14893	bacteria>actinobacteria	hypothetical protein SAVERM_2495 [Streptomyces avermitilis MA-4680 = NBRC 14893]	29606143
BAD58697.1	DUF3046	-	DUF3046	64	NFA_38490	Nocardia farcinica IFM 10152	bacteria>actinobacteria	hypothetical protein NFA_38490 [Nocardia farcinica IFM 10152]	54017327
BAG18584.1	DUF3046	-	DUF3046	64	SGR_1755	Streptomyces griseus subsp. griseus NBRC 13350	bacteria>actinobacteria	conserved hypothetical protein [Streptomyces griseus subsp. griseus NBRC 13350]	178464064
