AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
XP_017210555.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SIG+DUF3584+SAM_1+SAM_1+SAM_2	SIG+EP1+SAM+SAM+SAM	SIG	1213	fj39h11,si:ch211-107n23.1,wu:fj39h11	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	PREDICTED: liprin-alpha-2 isoform X10 [Danio rerio]	1040685892
XP_016873938.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1212	LIP.1,LIP1,LIPRIN	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-1 isoform X14 [Homo sapiens]	1034575939
NP_001093621.2	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1211	ppfia2,zgc:165463	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	liprin-alpha-4 [Danio rerio]	260447194
XP_015142363.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1211	PPFIA1	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: liprin-alpha-1 isoform X6 [Gallus gallus]	971398043
XP_015837264.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1211	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X2 [Tribolium castaneum]	1008427221
XP_015837266.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1210	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X3 [Tribolium castaneum]	1008427223
XP_016875600.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1210	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X32 [Homo sapiens]	1034582059
XP_015837267.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1209	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X4 [Tribolium castaneum]	1008427225
NP_001088956.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+PspA+SAM+SAM+SAM	-	1208	ppfia1	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 S homeolog [Xenopus laevis]	148236371
XP_015303811.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1208	PPFIA4	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: liprin-alpha-4 isoform X1 [Macaca fascicularis]	982222822
XP_015837268.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1208	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X5 [Tribolium castaneum]	1008427227
XP_018112852.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1208	LOC108713780	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	PREDICTED: liprin-alpha-1 isoform X5 [Xenopus laevis]	1069346395
XP_019696706.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1208	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	PREDICTED: liprin-alpha-1 isoform X13 [Harpegnathos saltator]	1126586993
XP_009304267.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1206	ppfia2,zgc:165463	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	liprin-alpha-4 isoform X5 [Danio rerio]	688577097
XP_015837271.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1206	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X6 [Tribolium castaneum]	1008427229
XP_015154289.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1205	PPFIA4	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: liprin-alpha-4 isoform X4 [Gallus gallus]	971433424
NP_003617.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1202	LIP.1,LIP1,LIPRIN	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	liprin-alpha-1 isoform b [Homo sapiens]	4505983
XP_003278073.1	pspa	000487.313	 EP1+SAM+SAM+SAM	SAM+SAM+SAM->EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1202	PPFIA1	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: liprin-alpha-1 isoform X2 [Nomascus leucogenys]	332257965
XP_011537208.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1202	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X43 [Homo sapiens]	767975737
XP_015289812.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1202	PPFIA1	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: liprin-alpha-1 isoform X12 [Macaca fascicularis]	982292660
XP_006508673.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1201	C030014K08Rik,C87158,LIP.1,LIP1	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-1 isoform X19 [Mus musculus]	568952890
XP_009304268.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1201	ppfia2,zgc:165463	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	liprin-alpha-4 isoform X7 [Danio rerio]	688577101
XP_012354336.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SIG+SMC_N+SAM_1+SAM_1+SAM_2	SIG+EP1+SAM+SAM+SAM	SIG	1201	PPFIA1	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: liprin-alpha-1 isoform X3 [Nomascus leucogenys]	820984938
XP_015142364.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1201	PPFIA1	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: liprin-alpha-1 isoform X7 [Gallus gallus]	971398045
XP_017321736.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	Myosin_tail_1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1201	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-1 isoform X7 [Ictalurus punctatus]	1042355800
XP_013419468.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	SIGMA-HTH+SAM+SAM+SAM	-	1200	LOC106180122	eukaryota>metazoa	Lingula anatina	PREDICTED: liprin-alpha-1-like isoform X1 [Lingula anatina]	919076746
XP_017306424.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1200	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X1 [Ictalurus punctatus]	1042317943
XP_008199483.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1199	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X7 [Tribolium castaneum]	642912383
XP_015303816.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1199	PPFIA4	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: liprin-alpha-4 isoform X2 [Macaca fascicularis]	982222825
XP_017213667.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1197	ppfia2,zgc:165463	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	liprin-alpha-4 isoform X8 [Danio rerio]	1040657649
XP_017306425.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1197	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X2 [Ictalurus punctatus]	1042317945
XP_017321737.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	HOOK+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1197	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-1 isoform X8 [Ictalurus punctatus]	1042355802
XP_008199485.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM+SAM	-	1196	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X8 [Tribolium castaneum]	642912387
XP_017306426.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1196	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X3 [Ictalurus punctatus]	1042317947
XP_017321739.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	Myosin_tail_1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1196	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-1 isoform X9 [Ictalurus punctatus]	1042355804
NP_001104714.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1194	zgc:171298	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	liprin-alpha-1 [Danio rerio]	162139032
NP_003651.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1194	LPNA3	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	liprin-alpha-3 [Homo sapiens]	32189362
NP_084017.2	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1194	2410127E16Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	liprin-alpha-3 [Mus musculus]	161016786
XP_005589915.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1194	PPFIA3	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: liprin-alpha-3 isoform X1 [Macaca fascicularis]	544512655
XP_006541336.1	pspa	000487.313	 EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*<-SAM+SAM+SAM	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1194	2410127E16Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-3 isoform X1 [Mus musculus]	568948676
XP_011249214.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1194	2410127E16Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-3 isoform X1 [Mus musculus]	755521365
XP_012357386.1	pspa	000487.313	 EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1194	PPFIA4	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: liprin-alpha-4 [Nomascus leucogenys]	820998351
XP_015837283.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1194	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X9 [Tribolium castaneum]	1008427233
XP_008199488.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1193	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X10 [Tribolium castaneum]	642912393
XP_017306427.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1193	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X4 [Ictalurus punctatus]	1042317949
XP_017306428.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1191	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X5 [Ictalurus punctatus]	1042317951
XP_006508674.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1190	C030014K08Rik,C87158,LIP.1,LIP1	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-1 isoform X20 [Mus musculus]	568952892
XP_006513848.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1190	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X27 [Mus musculus]	568967846
XP_015837286.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1190	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X11 [Tribolium castaneum]	1008427236
XP_017169480.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1189	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X28 [Mus musculus]	1039733448
XP_017306429.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1188	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	PREDICTED: liprin-alpha-4 isoform X6 [Ictalurus punctatus]	1042317953
NP_001138327.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1187	100042382,1110008G13Rik,AI448359,AI852265,C81506,Gm3812	eukaryota>metazoa>chordata>vertebrata	Mus musculus	liprin-alpha-4 [Mus musculus]	221554491
XP_017169481.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1187	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X29 [Mus musculus]	1039733451
XP_006513849.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1186	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X30 [Mus musculus]	568967848
XP_006719733.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1186	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X33 [Homo sapiens]	578824395
XP_015837290.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SIG+CCDC158+SAM_1+SAM_1+SAM_2	SIG+EP1+SAM+SAM+SAM	SIG	1186	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X12 [Tribolium castaneum]	1008427238
NP_803172.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->EP1+SAM+SAM+SAM*->SAM+SAM+SAM->EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1185	LIP.1,LIP1,LIPRIN	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	liprin-alpha-1 isoform a [Homo sapiens]	29171753
XP_011249216.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1185	2410127E16Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-3 isoform X2 [Mus musculus]	755521369
XP_015296975.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1185	PPFIA3	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: liprin-alpha-3 isoform X2 [Macaca fascicularis]	982315131
XP_016882896.1	pspa	000487.313	 EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	-	1185	LPNA3	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-3 isoform X1 [Homo sapiens]	1034609882
XP_017169482.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1185	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X31 [Mus musculus]	1039733456
XP_006529910.1	pspa	000487.313	 EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*<-EP1+SAM+SAM+SAM||ncRNA-><-EP1+SAM+SAM+SAM*	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1184	100042382,1110008G13Rik,AI448359,AI852265,C81506,Gm3812	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-4 isoform X1 [Mus musculus]	568909607
XP_017169484.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1184	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X33 [Mus musculus]	1039733462
XP_006513850.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1183	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X34 [Mus musculus]	568967850
XP_015837292.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1183	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X13 [Tribolium castaneum]	1008427240
XP_016875601.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1183	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X34 [Homo sapiens]	1034582062
XP_017169485.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1182	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X35 [Mus musculus]	1039733467
XP_015837294.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1181	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X14 [Tribolium castaneum]	1008427242
XP_017169486.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1181	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X36 [Mus musculus]	1039733470
XP_008199490.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM+SAM	-	1180	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X15 [Tribolium castaneum]	642912397
XP_017169483.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1180	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X32 [Mus musculus]	1039733459
XP_017169487.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1180	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X37 [Mus musculus]	1039733473
XP_008199491.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM+SAM	-	1179	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X16 [Tribolium castaneum]	642912399
XP_015837307.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1179	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: liprin-alpha-1 isoform X18 [Tribolium castaneum]	1008427248
XP_017169488.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1179	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X38 [Mus musculus]	1039733476
XP_006513852.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1177	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X39 [Mus musculus]	568967854
XP_016875602.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1177	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X35 [Homo sapiens]	1034582064
XP_017169489.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	DUF3584+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1177	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X40 [Mus musculus]	1039733481
XP_016875603.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1176	PPFIA2	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: liprin-alpha-2 isoform X36 [Homo sapiens]	1034582066
XP_017169490.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1176	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X41 [Mus musculus]	1039733484
XP_017169491.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1176	5330438O12,B230207K17Rik,E130120L08Rik,mKIAA4112	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-2 isoform X42 [Mus musculus]	1039733487
XP_006529911.1	pspa	000487.313	 EP1+SAM+SAM+SAM	-	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	-	1175	100042382,1110008G13Rik,AI448359,AI852265,C81506,Gm3812	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: liprin-alpha-4 isoform X2 [Mus musculus]	568909610
