AccNum	DomArch	DomArch.repeats	GenContext	GenContext.repeats	Lineage	Species	GeneName	Length	GCA_ID
ACT60602.1	SIG+PspB	SIG+PspB	PspA->PspB->PspC+PspB->X->SIG+PspB->X->SIG+PspB->	PspA->PspB->PspC+PspB->?->SIG+PspB->?->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Hirschia baltica ATCC 49814	Hbal_2933	81	GCA_000023785.1
APL95934.1	SIG+PspB	SIG+PspB	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium indicum B90A	SIDU_16250	60	GCA_000264945.2
BAI98243.1	SIG+PspB	SIG+PspB	<-PspF-NtrC-AAA+FIS-HTH||X->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	<-PspF-NtrC-AAA+FIS-HTH||?->PspA->PspB->PspC+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>alphaproteobacteria	Sphingobium japonicum UT26S	SJA_C1-34090	45	GCA_000091125.1
AOW77405.1	SIG+PspB	SIG+PspB	SIG+PspB->	SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Colwellia sp PAMC 20917	A3Q34_11355	87	GCA_001767295.1
ADN74776.1	SIG+PspB	SIG+PspB	SIG+PspB->SIG+PspB->SIG+PspB->	SIG+PspB->SIG+PspB->SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Ferrimonas balearica DSM 9799	Fbal_0562	91	GCA_000148645.1
AGH44870.1	SIG+PspB	SIG+PspB	SIG+PspB->	SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Paraglaciecola psychrophila 170	C427_2761	83	GCA_000347635.1
ABM01781.1	SIG+PspB	SIG+PspB	SIG+PspB->	SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Shewanella amazonensis SB2B	Sama_3578	70	GCA_000015245.1
AKS42125.1	SIG+PspB	SIG+PspB	SIG+PspB->	SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Wenzhouxiangella marina	WM2015_1758	69	GCA_001187785.1
ANO50216.1	SIG+PspB	SIG+PspB	PspA->PspB->PspC->PspC+PspB->SIG+PspB->	PspA->PspB->PspC->PspC+PspB->SIG+PspB->	bacteria>proteobacteria>gammaproteobacteria	Woeseia oceani	BA177_02370	73	GCA_001677435.1
ACA87907.1	PspB	PspB	PspB->	PspB->	bacteria>proteobacteria>gammaproteobacteria	Shewanella woodyi ATCC 51908	Swoo_3645	48	GCA_000019525.1
ABC45673.1	PspB	PspB	PspB->	PspB->	bacteria>bacteroidetes	Salinibacter ruber DSM 13855	SRU_0872	131	GCA_000013045.1
CBH23977.1	PspB	PspB	PspB->	PspB->	bacteria>bacteroidetes	Salinibacter ruber M8	SRM_01056	143	GCA_000090405.1
ABS27969.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter sp Fw1095	Anae109_3790	108	GCA_000017505.1
ABC83427.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter dehalogenans 2CPC	Adeh_3661	110	GCA_000013385.1
ABJ85299.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>acidobacteria	Candidatus Solibacter usitatus Ellin6076	Acid_4337	107	GCA_000014905.1
AEU37489.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>acidobacteria	Granulicella mallensis MP5ACTX8	AciX8_3188	106	GCA_000178955.2
ADW68960.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>acidobacteria	Granulicella tundricola MP5ACTX9	AciX9_1914	109	GCA_000178975.2
ADV82333.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>acidobacteria	Terriglobus saanensis SP1PR4	AciPR4_1511	106	GCA_000179915.2
ABF40326.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>acidobacteria	Candidatus Koribacter versatilis Ellin345	Acid345_1324	107	GCA_000014005.1
OLS24956.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	archaea>asgard group	Candidatus Heimdallarchaeota archaeon LC_2	HeimC2_20110	112	GCA_001940725.1
ACG74930.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter sp K	AnaeK_3719	110	GCA_000020805.1
ACL67126.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter dehalogenans 2CP1	A2cp1_3802	110	GCA_000022145.1
OGW63548.1	ZnR+PspC	ZnR+PspC	ZnR+PspC->	ZnR+PspC->	bacteria>nitrospirae	Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17	A2638_00705	102	GCA_001803875.1
ADB73809.1	PspC	PspC	PspC->	PspC->	bacteria>actinobacteria	Geodermatophilus obscurus DSM 43160	Gobs_1049	105	GCA_000025345.1
BAB98565.1	PspC	PspC	PspC->	PspC->	bacteria>actinobacteria	Corynebacterium glutamicum ATCC 13032	Cgl1172	74	GCA_000011325.1
OIO26216.1	PspC	PspC	PspC->	PspC->	archaea	Candidatus Micrarchaeota archaeon CG1_02_55_22	AUJ14_02345	69	GCA_001871595.1
AGC68548.1	PspC	PspC	PspC->||<-sGTP	PspC->||<-sGTP	bacteria>firmicutes	Thermoclostridium stercorarium subsp stercorarium DSM 8532	Cst_c15620	66	GCA_000331995.1
ALE16149.1	PspC	PspC	PspC->	PspC->	bacteria>proteobacteria>alphaproteobacteria	Altererythrobacter epoxidivorans	AMC99_00846	71	GCA_001281485.1
APE26954.1	PspC	PspC	PspC->	PspC->	bacteria>proteobacteria>alphaproteobacteria	Erythrobacter gangjinensis	BMF35_a0125	73	GCA_001886695.1
ADB34995.1	PspC	PspC	PspC->	PspC->	bacteria>actinobacteria	Kribbella flavida DSM 17836	Kfla_5992	109	GCA_000024345.1
CCH90229.1	PspC	PspC	SIGMA-HTH->PIG-L->X->||<-REC+GerE-HTH<-PspC+LiaI-LiaF-TM+HISKIN||PspC->PspC+TM(s)+Toast_rack->	SIGMA-HTH->PIG-L->?->||<-REC+GerE-HTH<-PspC+LiaI-LiaF-TM+HISKIN||PspC->PspC+TM+TM+TM+Toast_rack->	bacteria>actinobacteria	Modestobacter marinus	MODMU_4848	84	GCA_000306785.1
OGM28724.1	PspC	PspC	PspC->||<-X<-SIG+Coiled-coil<-SIG+HAMP+HISKIN<-REC+GerE-HTH	PspC->||<-?<-SIG+Coiled-coil<-SIG+HAMP+HISKIN<-REC+GerE-HTH	bacteria	Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_41_10	A2801_03445	73	GCA_001792425.1
ABN06762.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanocorpusculum labreanum Z	Mlab_0588	81	GCA_000015765.1
SAI88333.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanoculleus bourgensis	pspC	73	GCA_900079125.1
CCJ37220.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanoculleus bourgensis MS2	pspC	73	GCA_000304355.2
ABN57249.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanoculleus marisnigri JR1	Memar_1319	74	GCA_000015825.1
CVK34265.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanoculleus sp MAB1	pspC	73	GCA_900036045.1
ADN36671.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanolacinia petrolearia DSM 11571	Mpet_1920	73	GCA_000147875.1
AFV23243.1	PspC	PspC	SIG+PEP-utilisers-C->X(s)->PspC->	SIG+PEP-utilisers-C->?->||<-?<-?<-?<-?||?->PspC->	archaea>euryarchaeota	Methanolobus psychrophilus R15	Mpsy_1034	62	GCA_000306725.1
AGB49107.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanomethylovorans hollandica DSM 15978	Metho_0864	61	GCA_000328665.1
AGB01660.1	PspC	PspC	<-HMA||PspC->	<-HMA||PspC->	archaea>euryarchaeota	Methanoregula formicica SMSP	Metfor_0599	55	GCA_000327485.1
AEH60412.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosalsum zhilinae DSM 4017	Mzhil_0542	65	GCA_000217995.1
AEH60784.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosalsum zhilinae DSM 4017	Mzhil_0922	77	GCA_000217995.1
AAM07454.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina acetivorans C2A	MA_4106	59	GCA_000007345.1
AKB83579.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina barkeri 3	MSBR3_3001	61	GCA_000970305.1
AKJ40177.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina barkeri CM1	MCM1_3190	61	GCA_001027005.1
AKB56043.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina barkeri MS	MSBRM_3045	58	GCA_000970025.1
AAZ69457.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina barkeri str Fusaro	Mbar_A0475	61	GCA_000195895.1
AKB49782.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina barkeri str Wiesmoor	MSBRW_0529	61	GCA_000969985.1
AKB70402.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina mazei C16	MSMAC_0512	59	GCA_000970245.1
AAM30507.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina mazei Go1	MM_0811	59	GCA_000007065.1
AKB67039.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina mazei LYC	MSMAL_0496	59	GCA_000970225.1
AKB63690.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina mazei S6	MSMAS_0494	59	GCA_000970205.1
AKB39503.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina mazei WWM610	MSMAW_0512	59	GCA_000970165.1
AKB24008.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina sp MTP4	MSMTP_0539	59	GCA_000970045.1
AKB16177.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina thermophila CHTI55	MSTHC_1859	58	GCA_000969925.1
AKB13188.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina thermophila TM1	MSTHT_1430	58	GCA_000969885.1
AKB45389.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosarcina vacuolata Z761	MSVAZ_3120	61	GCA_000969905.1
ACL17700.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanosphaerula palustris E19c	Mpal_2420	65	GCA_000021965.1
ABD42627.1	PspC	PspC	PspC->	PspC->	archaea>euryarchaeota	Methanospirillum hungatei JF1	Mhun_2935	71	GCA_000013445.1
EHR78004.1	PspC	PspC	PspC->PspC+TM(s)->SIG+TM+Toast_rack->X(s)<-OsmC||RADICAL-SAM->	PspC->PspC+TM+TM->SIG+TM+Toast_rack->?->||<-?<-OsmC||RADICAL-SAM->	archaea>euryarchaeota	Thermococcus litoralis DSM 5473	OCC_04782	76	GCA_000246985.3
ACS89820.1	PspC	PspC	PspC->PspC+TM(s)->SIG+TM+Toast_rack->X(s)<-OsmC||RADICAL-SAM->	PspC->PspC+TM+TM->SIG+TM+Toast_rack->?->||<-?<-OsmC||RADICAL-SAM->	archaea>euryarchaeota	Thermococcus sibiricus MM 739	TSIB_0759	76	GCA_000022545.1
ALV62799.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	archaea>euryarchaeota	Thermococcus sp 2319x1	ADU37_CDS11000	67	GCA_001484685.1
OGC98454.1	PspC	PspC	sGTP->PspC->	sGTP->PspC->	bacteria	Candidatus Amesbacteria bacterium RIFCSPHIGHO2_01_FULL_48_32	A2634_00580	66	GCA_001773615.1
OGD03302.1	PspC	PspC	sGTP->PspC->	sGTP->PspC->	bacteria	Candidatus Amesbacteria bacterium RIFCSPLOWO2_01_FULL_48_25	A2989_00530	66	GCA_001773695.1
OGD25188.1	PspC	PspC	Aldedh->X(s)->PspC->	Aldedh->?->?->?->?->?->?->PspC->	bacteria	Candidatus Aminicenantes bacterium RBG_13_63_10	A2Y56_01160	76	GCA_001773825.1
OGD20765.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Aminicenantes bacterium RBG_13_64_14	A2Y70_08760	66	GCA_001773855.1
OGD21946.1	PspC	PspC	Aldedh->Aldedh->PspC->	Aldedh->Aldedh->PspC->	bacteria	Candidatus Aminicenantes bacterium RBG_16_63_16	A2W03_11290	67	GCA_001773895.1
OGD16297.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Aminicenantes bacterium RBG_16_66_30	A2W20_09325	68	GCA_001775715.1
OGD31752.1	PspC	PspC	Aldedh->PSE->X->PSE->X(s)->PspC->	Aldedh->PSE->?->PSE->?->?->PspC->	bacteria	Candidatus Aminicenantes bacterium RBG_19FT_COMBO_58_17	A2V45_15950	68	GCA_001773915.1
OGY35569.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_46_16	A3B76_02195	79	GCA_001817065.1
OGD62735.1	PspC	PspC	PspC->LiaI-LiaF-TM(s)+Toast_rack->	PspC->LiaI-LiaF-TM+TM+Toast_rack->	bacteria	Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10	A2215_02360	51	GCA_001776195.1
OGY09114.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_01_FULL_43_15b	A2782_00130	71	GCA_001816385.1
OGY12195.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_02_FULL_44_20	A3D26_01265	66	GCA_001816425.1
OGY11505.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_44_25	A3E16_02535	66	GCA_001816455.1
OGY13312.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_01_FULL_40_20	A3A77_02695	71	GCA_001816475.1
OGY15240.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_01_FULL_44_43	A3A62_01135	66	GCA_001816495.1
OGY16717.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_02_FULL_44_9	A3H88_01820	66	GCA_001816555.1
KKP76924.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium GW2011_GWC1_35_31	UR76_C0002G0125	65	GCA_000990745.1
KKP75828.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium GW2011_GWC2_35_28	UR75_C0002G0209	65	GCA_000990755.1
KKP78850.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium GW2011_GWD1_35_49	UR79_C0002G0125	65	GCA_000990865.1
KKP74942.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium GW2011_GWD2_35_24	UR74_C0002G0208	65	GCA_000990765.1
AKM84255.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	UR58_C0001G0538	65	GCA_001029775.1
OGD68993.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium RIFCSPHIGHO2_01_FULL_34_10	A2811_00615	62	GCA_001774415.1
OGD69275.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium RIFCSPLOWO2_01_FULL_34_15	A2996_01435	62	GCA_001774425.1
OGD67428.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Campbellbacteria bacterium RIFOXYC2_FULL_35_25	A2442_02895	64	GCA_001774495.1
KKR65961.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47	UU05_C0007G0009	68	GCA_000994745.1
KKR57052.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium GW2011_GWB1_40_28	UT95_C0028G0011	68	GCA_000994045.1
KKS02157.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium GW2011_GWC2_41_21	UU53_C0003G0016	68	GCA_000996865.1
KKR76355.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium GW2011_GWD1_40_8	UU19_C0030G0011	68	GCA_000994385.1
OGD85002.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RBG_13_40_7	A2165_04095	67	GCA_001774705.1
OGD79861.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_01_FULL_34_40	A2683_03095	68	GCA_001774755.1
OGD91877.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_12_FULL_41_13	A3E14_02030	68	GCA_001774935.1
OGD95949.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFCSPLOWO2_01_FULL_41_28	A3B52_00550	68	GCA_001775005.1
OGE03290.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYA1_FULL_41_14	A2196_06040	68	GCA_001775095.1
OGE11713.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYB12_FULL_40_6	A3J89_03710	68	GCA_001775155.1
OGE04484.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYB1_FULL_41_59	A2362_03655	68	GCA_001775135.1
OGE12450.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYB2_FULL_41_10	A2305_01695	68	GCA_001775165.1
OGE18551.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYC12_FULL_41_11	A2495_03355	68	GCA_001775215.1
OGE15698.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYC1_FULL_41_36	A2409_02435	68	GCA_001775175.1
OGE10406.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYC2_FULL_41_11	A2470_03095	68	GCA_001775235.1
OGE08389.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Curtissbacteria bacterium RIFOXYD1_FULL_41_36	A2615_04195	68	GCA_001776575.1
OGE20204.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21	A3J42_03765	67	GCA_001775255.1
KKS14772.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium GW2011_GWA1_41_61	UU73_C0004G0080	65	GCA_000997385.1
KKR82101.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium GW2011_GWA2_40_9	UU29_C0018G0028	65	GCA_000994545.1
KKR93284.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium GW2011_GWB1_41_15	UU44_C0003G0080	65	GCA_000996555.1
KKS11666.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium GW2011_GWB1_41_5	UU67_C0068G0013	69	GCA_000997225.1
OGE29327.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_01_FULL_40_11	A2867_03160	67	GCA_001776635.1
OGE63021.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Daviesbacteria bacterium RIFCSPLOWO2_01_FULL_40_27	A2964_02280	67	GCA_001777335.1
OGE75117.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_43_10	A3K07_03730	69	GCA_001777545.1
OGE73952.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_41_86	A2717_00225	69	GCA_001779895.1
OGE80103.1	PspC	PspC	PspC->||<-X||SIG+TM->	PspC->||<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_45_18	A2660_00545	66	GCA_001779915.1
OGE87377.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_42_25	A3C49_04085	69	GCA_001777665.1
OGE86378.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_42_22	A3E28_00100	69	GCA_001779985.1
OGE94281.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_01_41_7	A3K08_01425	69	GCA_001777745.1
OGE92675.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_01_FULL_42_60	A2895_03580	69	GCA_001780055.1
OGF02029.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_42_9	A3I07_04195	69	GCA_001777775.1
OGE98987.1	PspC	PspC	PspC->||<-X(s)||SIG+TM->	PspC->||<-?<-?||SIG+TM->	bacteria	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_12_FULL_42_9	A3G89_02980	69	GCA_001780145.1
OGF09659.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium GWE2_54_12	A3K15_09160	63	GCA_001777935.1
OGF11920.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium GWF2_54_11	A2024_02710	63	GCA_001777895.1
OGF18102.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium RIFOXYD12_FULL_50_11	A2509_09565	63	GCA_001777945.1
OGF07407.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium RifOxyA12_full_54_48	A2273_02750	63	GCA_001777915.1
OGJ19654.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium RifOxyB12_full_52_30	A2349_10640	63	GCA_001781595.1
OGF05780.1	PspC	PspC	PspC->PspC+TM(s)->	PspC->PspC+TM+TM->	bacteria	Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24	A2502_08305	63	GCA_001780135.1
OGF14209.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Eisenbacteria bacterium RBG_16_71_46	A2W00_14035	67	GCA_001780165.1
OGF22998.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Eisenbacteria bacterium RBG_19FT_COMBO_70_11	A2V63_01670	67	GCA_001777975.1
OGF49786.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Firestonebacteria bacterium GWA2_43_8	A2044_00040	67	GCA_001778315.1
KKS83292.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11	UV59_C0044G0015	61	GCA_000995105.1
OGG02414.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Gottesmanbacteria bacterium RBG_16_52_11	A2Z33_05125	62	GCA_001779095.1
OGY75603.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12	A2240_03590	84	GCA_001818185.1
OGY76577.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYB2_FULL_44_15	A2295_01330	84	GCA_001818235.1
OGY81505.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Jacksonbacteria bacterium RIFOXYD2_FULL_43_21	A2550_00685	84	GCA_001818275.1
OGG43220.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_48_10	A2841_03555	71	GCA_001779615.1
OGG48922.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_53_31	A2678_02550	74	GCA_001781095.1
OGG59757.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_56_24	A2765_04175	78	GCA_001781475.1
OGG61249.1	PspC	PspC	REC+GerE-HTH->PspC->	REC+GerE-HTH->PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34	A3C87_01475	81	GCA_001781205.1
OGG60036.1	PspC	PspC	REC+GerE-HTH->PspC->	REC+GerE-HTH->PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_50_50	A3C89_03965	75	GCA_001781255.1
OGG72795.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_53_17	A3A38_00575	74	GCA_001783385.1
OGG88475.1	PspC	PspC	REC+GerE-HTH->PspC->	REC+GerE-HTH->PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_50_10	A3G62_01930	75	GCA_001783515.1
OGG92597.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_52_8	A3G63_00270	74	GCA_001781835.1
OGZ03239.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Liptonbacteria bacterium RIFOXYB1_FULL_36_10	A2390_01660	68	GCA_001821355.1
OGZ04149.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Liptonbacteria bacterium RIFOXYC1_FULL_36_8	A2430_02780	68	GCA_001818915.1
OGZ04522.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Liptonbacteria bacterium RIFOXYD1_FULL_36_11	A2604_01240	68	GCA_001821375.1
OGZ04693.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_49_22	A2845_05365	62	GCA_001818945.1
OGZ06443.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_54_11	A2762_03335	66	GCA_001818975.1
OGZ08706.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_11	A3C13_02835	65	GCA_001821385.1
OGZ08382.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_13	A3D65_05665	66	GCA_001818995.1
OGZ09148.1	PspC	PspC	PspC->	PspC->	bacteria	Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_18	A3C14_04150	62	GCA_001821395.1
