AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
XP_960819.1	Snf7*->	Snf7	-	Snf7	228	NCU01282	Neurospora crassa OR74A	eukaryota>fungi>ascomycota	vacuolar-sorting protein snf-7 [Neurospora crassa OR74A]	85099620	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
NP_013794.1	<-Snf7*	Snf7	-	Snf7	221	CHM6,VPL10,VPT20	Saccharomyces cerevisiae S288c	eukaryota>fungi>ascomycota	ESCRT-III subunit protein VPS20 [Saccharomyces cerevisiae S288c]	6323723	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
NP_012883.1	Snf7*->	Snf7	-	Snf7	224	DID3,VPL26	Saccharomyces cerevisiae S288c	eukaryota>fungi>ascomycota	ESCRT-III subunit protein VPS24 [Saccharomyces cerevisiae S288c]	6322810	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_682665.1	<-Snf7*	-	-	-	209	AN9396.2	Aspergillus nidulans FGSC A4	eukaryota>fungi>ascomycota	hypothetical protein AN9396.2 [Aspergillus nidulans FGSC A4]	67904818	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	-	<-Snf7*	-	 Snf7*
XP_019037822.1	<-Snf7*	Snf7	-	Snf7	201	WICANDRAFT_84393	Wickerhamomyces anomalus NRRL Y3668	eukaryota>fungi>ascomycota	hypothetical protein WICANDRAFT_84393 [Wickerhamomyces anomalus NRRL Y-366-8]	1102238098	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_014531088.1	<-Snf7*	Snf7	-	Snf7	221	PDIP_69310	Penicillium digitatum Pd1	eukaryota>fungi>ascomycota	SNF7 family protein [Penicillium digitatum Pd1]	953373639	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_500664.1	Snf7*->	Snf7	-	Snf7	209	YALI0B08987g	Yarrowia lipolytica CLIB122	eukaryota>fungi>ascomycota	YALI0B08987p [Yarrowia lipolytica CLIB122]	50546389	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
NP_013125.1	Snf7*->	Snf7	-	Snf7	240	DID1,RNS4,VPL5,VPS32	Saccharomyces cerevisiae S288c	eukaryota>fungi>ascomycota	ESCRT-III subunit protein SNF7 [Saccharomyces cerevisiae S288c]	6323053	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_018735691.1	Snf7*->	Snf7	-	Snf7	225	VPS24	Sugiyamaella lignohabitans	eukaryota>fungi>ascomycota	ESCRT-III subunit protein VPS24 [Sugiyamaella lignohabitans]	1091997208	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_019039528.1	<-Snf7*	Snf7	-	Snf7	221	WICANDRAFT_62884	Wickerhamomyces anomalus NRRL Y3668	eukaryota>fungi>ascomycota	hypothetical protein WICANDRAFT_62884 [Wickerhamomyces anomalus NRRL Y-366-8]	1102235523	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_013426081.1	Snf7*->	SIG+Snf7	SIG	Snf7	201	M436DRAFT_14126	Aureobasidium namibiae CBS 14797	eukaryota>fungi>ascomycota	hypothetical protein M436DRAFT_14126, partial [Aureobasidium namibiae CBS 147.97]	918807756	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
XP_001728159.2	<-Snf7*	Snf7	-	Snf7	215	NCU10430	Neurospora crassa OR74A	eukaryota>fungi>ascomycota	SNF7 family protein [Neurospora crassa OR74A]	758989681	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_011126606.1	Snf7*->	Snf7	SIG	Snf7	201	AOL_s00188g55	Arthrobotrys oligospora ATCC 24927	eukaryota>fungi>ascomycota	hypothetical protein AOL_s00188g55 [Arthrobotrys oligospora ATCC 24927]	748524190	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_018733712.1	Snf7*->	Snf7	MA	Snf7	462	AWJ20_4038	Sugiyamaella lignohabitans	eukaryota>fungi>ascomycota	hypothetical protein AWJ20_4038 [Sugiyamaella lignohabitans]	1091993436	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_001229627.1	<-Snf7*	Snf7	-	Snf7	227	CHGG_03111	Chaetomium globosum CBS 14851	eukaryota>fungi>ascomycota	hypothetical protein CHGG_03111 [Chaetomium globosum CBS 148.51]	116207636	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_013430868.1	Snf7*->	Snf7	-	Snf7	227	M436DRAFT_38766	Aureobasidium namibiae CBS 14797	eukaryota>fungi>ascomycota	Snf7-domain-containing protein [Aureobasidium namibiae CBS 147.97]	918827150	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_019038927.1	<-Snf7*	Snf7	-	Snf7	227	WICANDRAFT_83797	Wickerhamomyces anomalus NRRL Y3668	eukaryota>fungi>ascomycota	hypothetical protein WICANDRAFT_83797 [Wickerhamomyces anomalus NRRL Y-366-8]	1102233408	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_019025340.1	Snf7*->	SIG+Snf7	SIG	Snf7	204	SAICODRAFT_64966	Saitoella complicata NRRL Y17804	eukaryota>fungi>ascomycota	hypothetical protein SAICODRAFT_64966 [Saitoella complicata NRRL Y-17804]	1102189898	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
XP_019039040.1	<-Snf7*	Snf7	-	Snf7	389	WICANDRAFT_21736	Wickerhamomyces anomalus NRRL Y3668	eukaryota>fungi>ascomycota	hypothetical protein WICANDRAFT_21736, partial [Wickerhamomyces anomalus NRRL Y-366-8]	1102231195	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_011118805.1	<-Snf7*	Snf7	-	Snf7	197	AOL_s00043g16	Arthrobotrys oligospora ATCC 24927	eukaryota>fungi>ascomycota	hypothetical protein AOL_s00043g16 [Arthrobotrys oligospora ATCC 24927]	748487817	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_505703.1	<-Snf7*	Snf7	-	Snf7	211	YALI0F21307g	Yarrowia lipolytica CLIB122	eukaryota>fungi>ascomycota	YALI0F21307p [Yarrowia lipolytica CLIB122]	50556590	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_956699.1	<-Snf7*	Snf7	-	Snf7	227	NCU00435	Neurospora crassa OR74A	eukaryota>fungi>ascomycota	SNF7 family protein [Neurospora crassa OR74A]	85081324	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_013425838.1	<-Snf7*	Snf7	-	Snf7	215	M436DRAFT_50413	Aureobasidium namibiae CBS 14797	eukaryota>fungi>ascomycota	hypothetical protein M436DRAFT_50413 [Aureobasidium namibiae CBS 147.97]	918806950	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_002171697.1	Snf7*->	SIG+Snf7	SIG	Snf7	226	SJAG_00416	Schizosaccharomyces japonicus yFS275	eukaryota>fungi>ascomycota	vacuolar sorting protein Vps20 [Schizosaccharomyces japonicus yFS275]	213401849	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
XP_019021423.1	<-Snf7*	Snf7	-	Snf7	226	SAICODRAFT_21797	Saitoella complicata NRRL Y17804	eukaryota>fungi>ascomycota	ESCRT-III component [Saitoella complicata NRRL Y-17804]	1102220546	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_661844.1	<-Snf7*	Snf7	-	Snf7	242	AN4240.2	Aspergillus nidulans FGSC A4	eukaryota>fungi>ascomycota	hypothetical protein AN4240.2 [Aspergillus nidulans FGSC A4]	67528000	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018736753.1	<-Snf7*	SIG+Snf7	SIG	Snf7	215	VPS60	Sugiyamaella lignohabitans	eukaryota>fungi>ascomycota	Vps60p [Sugiyamaella lignohabitans]	1091999536	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	<-Snf7*	SIG Snf7	 Snf7*
XP_019024602.1	Snf7*->	SIG+Snf7	SIG	Snf7	215	SAICODRAFT_79782	Saitoella complicata NRRL Y17804	eukaryota>fungi>ascomycota	hypothetical protein SAICODRAFT_79782 [Saitoella complicata NRRL Y-17804]	1102193547	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
XP_501889.1	Snf7*->	Snf7	-	Snf7	215	YALI0C16027g	Yarrowia lipolytica CLIB122	eukaryota>fungi>ascomycota	YALI0C16027p [Yarrowia lipolytica CLIB122]	50548839	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_002618891.1	<-Snf7*	Snf7	-	Snf7	457	CLUG_00050	Clavispora lusitaniae ATCC 42720	eukaryota>fungi>ascomycota	hypothetical protein CLUG_00050 [Clavispora lusitaniae ATCC 42720]	260949189	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_013422952.1	<-Snf7*	Snf7	-	Snf7	451	M436DRAFT_76653	Aureobasidium namibiae CBS 14797	eukaryota>fungi>ascomycota	hypothetical protein M436DRAFT_76653 [Aureobasidium namibiae CBS 147.97]	918797372	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_719002.1	<-Snf7*	Snf7	-	Snf7	226	SNF7	Candida albicans SC5314	eukaryota>fungi>ascomycota	ESCRT-III subunit protein [Candida albicans SC5314]	68473798	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_002172117.1	Snf7*->	Snf7	-	Snf7	435	SJAG_05207	Schizosaccharomyces japonicus yFS275	eukaryota>fungi>ascomycota	vacuolar sorting protein [Schizosaccharomyces japonicus yFS275]	213402689	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_002175732.2	Snf7*->	Snf7	-	Snf7	210	SJAG_04643	Schizosaccharomyces japonicus yFS275	eukaryota>fungi>ascomycota	vacuolar sorting protein Vps60 [Schizosaccharomyces japonicus yFS275]	745753822	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
NP_012486.3	Snf7*->	Snf7	Ntox43	Snf7	450	CHM7	Saccharomyces cerevisiae S288c	eukaryota>fungi>ascomycota	Chm7p [Saccharomyces cerevisiae S288c]	398364531	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_011120307.1	<-Snf7*	Snf7	-	Snf7	214	AOL_s00054g689	Arthrobotrys oligospora ATCC 24927	eukaryota>fungi>ascomycota	hypothetical protein AOL_s00054g689 [Arthrobotrys oligospora ATCC 24927]	748495964	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_002614703.1	<-Snf7*	Snf7	-	Snf7	214	CLUG_05481	Clavispora lusitaniae ATCC 42720	eukaryota>fungi>ascomycota	hypothetical protein CLUG_05481 [Clavispora lusitaniae ATCC 42720]	260941073	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_502640.1	Snf7*->	SIG+Snf7	SIG+MA	Snf7	444	YALI0D09999g	Yarrowia lipolytica CLIB122	eukaryota>fungi>ascomycota	YALI0D09999p [Yarrowia lipolytica CLIB122]	50550335	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
XP_011117916.1	<-Snf7*	Snf7	-	Snf7	445	AOL_s00006g305	Arthrobotrys oligospora ATCC 24927	eukaryota>fungi>ascomycota	hypothetical protein AOL_s00006g305 [Arthrobotrys oligospora ATCC 24927]	748483141	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EPZ33773.1	Snf7*->	Snf7	-	Snf7	163	O9G_004421	Rozella allomycis CSF55	eukaryota>fungi	hypothetical protein O9G_004421 [Rozella allomycis CSF55]	528893461	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
EPZ30933.1	<-Snf7*	Snf7	-	Snf7	210	O9G_002810	Rozella allomycis CSF55	eukaryota>fungi	Snf7 domain-containing protein [Rozella allomycis CSF55]	528890313	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
KNE66594.1	Snf7*->Snf7->	Snf7	-	Snf7	214	AMAG_11715	Allomyces macrogynus ATCC 38327	eukaryota>fungi	hypothetical protein, variant [Allomyces macrogynus ATCC 38327]	909141916	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->Snf7->	Snf7	Snf7* Snf7 
KNE61367.1	Snf7*->	Snf7	-	Snf7	214	AMAG_06196	Allomyces macrogynus ATCC 38327	eukaryota>fungi	hypothetical protein AMAG_06196 [Allomyces macrogynus ATCC 38327]	909135323	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KFH66441.1	<-Snf7*	SIG+Snf7+Trypan_PARP	SIG	Snf7+Trypan_PARP	435	MVEG_06966	Mortierella verticillata NRRL 6337	eukaryota>fungi	hypothetical protein MVEG_06966 [Mortierella verticillata NRRL 6337]	672821546	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7+Trypan_PARP	<-Snf7*	SIG Snf7 Trypan_PARP	 Snf7*
KNE63433.1	Snf7*->	Snf7	-	Snf7	246	AMAG_08562	Allomyces macrogynus ATCC 38327	eukaryota>fungi	hypothetical protein AMAG_08562 [Allomyces macrogynus ATCC 38327]	909137859	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
EPB89680.1	<-Snf7*	Snf7	-	Snf7	214	HMPREF1544_03479	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_03479 [Mucor circinelloides f. circinelloides 1006PhL]	511008414	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EIE78462.1	Snf7*->	Snf7	-	Snf7	203	RO3G_03166	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_03166 [Rhizopus delemar RA 99-880]	384486282	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
EXX51937.1	<-Snf7*<-Snf7	Snf7	-	Snf7	220	RirG_257420	Rhizophagus irregularis DAOM 197198w	eukaryota>fungi	Did4p [Rhizophagus irregularis DAOM 197198w]	595437902	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*<-Snf7	Snf7	 Snf7* Snf7
EPZ33705.1	<-Snf7*	Snf7	-	Snf7	425	O9G_000481	Rozella allomycis CSF55	eukaryota>fungi	hypothetical protein O9G_000481 [Rozella allomycis CSF55]	528893385	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
KFH69931.1	<-Snf7*	Snf7	-	Snf7	220	MVEG_04735	Mortierella verticillata NRRL 6337	eukaryota>fungi	hypothetical protein MVEG_04735 [Mortierella verticillata NRRL 6337]	672825039	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018288215.1	Snf7*->	Snf7	-	Snf7	211	PHYBLDRAFT_188027	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_188027 [Phycomyces blakesleeanus NRRL 1555(-)]	1069959134	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KFH63395.1	<-Snf7*	Snf7	-	Snf7	227	MVEG_10805	Mortierella verticillata NRRL 6337	eukaryota>fungi	hypothetical protein MVEG_10805 [Mortierella verticillata NRRL 6337]	672818494	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
OMH82396.1	<-Snf7*	Snf7	SIG	Snf7	158	AX774_g4121	Zancudomyces culisetae	eukaryota>fungi	Charged multivesicular body protein 5 [Zancudomyces culisetae]	1134544798	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EIE91363.1	Snf7*->	Snf7	-	Snf7	227	RO3G_16074	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_16074 [Rhizopus delemar RA 99-880]	384500872	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KNE64625.1	Snf7*->	Snf7	-	Snf7	241	AMAG_09980	Allomyces macrogynus ATCC 38327	eukaryota>fungi	hypothetical protein AMAG_09980 [Allomyces macrogynus ATCC 38327]	909139411	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
OMH83473.1	Snf7*->	Snf7	SIG	Snf7	158	AX774_g3029	Zancudomyces culisetae	eukaryota>fungi	Charged multivesicular body protein 5 [Zancudomyces culisetae]	1134546144	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KFH65412.1	<-Snf7*	Snf7	-	Snf7	215	MVEG_08890	Mortierella verticillata NRRL 6337	eukaryota>fungi	hypothetical protein MVEG_08890 [Mortierella verticillata NRRL 6337]	672820515	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018290397.1	<-Snf7*	Snf7	-	Snf7	201	PHYBLDRAFT_146552	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_146552 [Phycomyces blakesleeanus NRRL 1555(-)]	1069954671	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EIE77900.1	<-Snf7*	Snf7	-	Snf7	157	RO3G_02604	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_02604 [Rhizopus delemar RA 99-880]	384485720	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EIE87714.1	Snf7*->	Snf7	-	Snf7	318	RO3G_12425	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_12425 [Rhizopus delemar RA 99-880]	384497223	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
EXX71150.1	<-Snf7*	SIG+Snf7	SIG	Snf7	215	RirG_081080	Rhizophagus irregularis DAOM 197198w	eukaryota>fungi	Snf7p [Rhizophagus irregularis DAOM 197198w]	595483984	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	<-Snf7*	SIG Snf7	 Snf7*
EPB83684.1	<-Snf7*	Snf7	-	Snf7	215	HMPREF1544_09534	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_09534 [Mucor circinelloides f. circinelloides 1006PhL]	511002243	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EPB86418.1	Snf7*->	Snf7	-	Snf7	470	HMPREF1544_06780	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_06780 [Mucor circinelloides f. circinelloides 1006PhL]	511005068	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KXN67281.1	<-Snf7*	Snf7	-	Snf7	200	CONCODRAFT_82299	Conidiobolus coronatus NRRL 28638	eukaryota>fungi	chromatin modifying protein 1b [Conidiobolus coronatus NRRL 28638]	1000775884	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EIE89277.1	Snf7*->	Snf7	-	Snf7	156	RO3G_13988	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_13988 [Rhizopus delemar RA 99-880]	384498786	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KXN64542.1	<-Snf7*	Snf7	SIG	Snf7	178	CONCODRAFT_45215	Conidiobolus coronatus NRRL 28638	eukaryota>fungi	hypothetical protein CONCODRAFT_45215 [Conidiobolus coronatus NRRL 28638]	1000772307	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EPB90668.1	Snf7*->	SIG+Snf7	SIG	Snf7	472	HMPREF1544_02412	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_02412 [Mucor circinelloides f. circinelloides 1006PhL]	511009425	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->	SIG Snf7	Snf7* 
EIE90211.1	Snf7*->	Snf7	-	Snf7	153	RO3G_14922	Rhizopus delemar RA 99880	eukaryota>fungi	hypothetical protein RO3G_14922 [Rhizopus delemar RA 99-880]	384499720	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KFH63944.1	<-Snf7*	SIG+Snf7	SIG	Snf7	219	MVEG_09769	Mortierella verticillata NRRL 6337	eukaryota>fungi	hypothetical protein MVEG_09769 [Mortierella verticillata NRRL 6337]	672819045	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	<-Snf7*	SIG Snf7	 Snf7*
EPZ35734.1	<-Snf7*	Snf7	-	Snf7	152	O9G_003352	Rozella allomycis CSF55	eukaryota>fungi	hypothetical protein O9G_003352 [Rozella allomycis CSF55]	528895696	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018291405.1	<-Snf7*	SIG+Snf7	SIG	Snf7	205	PHYBLDRAFT_21078	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_21078 [Phycomyces blakesleeanus NRRL 1555(-)]	1069952466	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	<-Snf7*	SIG Snf7	 Snf7*
EXX56256.1	<-Snf7*	Snf7	-	Snf7	498	RirG_217630	Rhizophagus irregularis DAOM 197198w	eukaryota>fungi	Snf7p [Rhizophagus irregularis DAOM 197198w]	595445876	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
EPB90510.1	<-Snf7*	Snf7	-	Snf7	218	HMPREF1544_02719	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_02719 [Mucor circinelloides f. circinelloides 1006PhL]	511009263	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018294489.1	Snf7*->Snf7->	SIG+Snf7	SIG	Snf7	222	PHYBLDRAFT_186294	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_186294 [Phycomyces blakesleeanus NRRL 1555(-)]	1069948039	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	Snf7*->Snf7->	SIG Snf7	Snf7* Snf7 
XP_018291375.1	Snf7*->	Snf7	-	Snf7	501	PHYBLDRAFT_65943	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_65943 [Phycomyces blakesleeanus NRRL 1555(-)]	1069952612	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KNE70451.1	<-Snf7*	SIG+Snf7	SIG	Snf7	218	AMAG_14580	Allomyces macrogynus ATCC 38327	eukaryota>fungi	hypothetical protein AMAG_14580 [Allomyces macrogynus ATCC 38327]	909147252	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	SIG+Snf7	<-Snf7*	SIG Snf7	 Snf7*
EPB89927.1	Snf7*->	Snf7	-	Snf7	230	HMPREF1544_03175	Mucor circinelloides f circinelloides 1006PhL	eukaryota>fungi	hypothetical protein HMPREF1544_03175 [Mucor circinelloides f. circinelloides 1006PhL]	511008667	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
KXN70065.1	Snf7*->	Snf7	-	Snf7	218	CONCODRAFT_78998	Conidiobolus coronatus NRRL 28638	eukaryota>fungi	Snf7-domain-containing protein [Conidiobolus coronatus NRRL 28638]	1000778821	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
OMH79231.1	Snf7*->	Snf7	-	Snf7	218	AX774_g7361	Zancudomyces culisetae	eukaryota>fungi	Charged multivesicular body protein 6 [Zancudomyces culisetae]	1134540681	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	Snf7*->	Snf7	Snf7* 
XP_018287820.1	<-Snf7*	Snf7	-	Snf7	224	PHYBLDRAFT_126706	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_126706 [Phycomyces blakesleeanus NRRL 1555(-)]	1069959639	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
XP_018298478.1	<-Snf7*	Snf7	XpaC	Snf7	222	PHYBLDRAFT_36918	Phycomyces blakesleeanus NRRL 1555	eukaryota>fungi	hypothetical protein PHYBLDRAFT_36918 [Phycomyces blakesleeanus NRRL 1555(-)]	1069936526	eukaryota>fungi	eukaryota>opisthokonta>fungi	eukaryota	Snf7	<-Snf7*	Snf7	 Snf7*
