AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
KFH63450.1	EP1	EP1*->	TPH+NTP_transf_2	EP1	1719	MVEG_10859	eukaryota>fungi	Mortierella verticillata NRRL 6337	GCA_000739165.1
EXX62082.1	EP1	EP1*->	Spc7	EP1	746	RirG_165160	eukaryota>fungi	Rhizophagus irregularis DAOM 197198w	GCA_000597685.1
XP_011126130.1	EP1	EP1*->	DUF5401+SOBP	EP1	1258	AOL_s00173g86	eukaryota>fungi>ascomycota	Arthrobotrys oligospora ATCC 24927	GCF_000225545.1
XP_505944.1	EP1	EP1*->	Sec2p	EP1	661	YALI0_F27379g	eukaryota>fungi>ascomycota	Yarrowia lipolytica CLIB122	GCF_000002525.2
XP_001832385.2	EP1	EP1*->	DUF5401+ATG11+PARM	EP1	1399	CC1G_07645	eukaryota>fungi>basidiomycota	Coprinopsis cinerea okayama7	NA
XP_002911146.1	EP1	EP1*->	ERM+GAS2	EP1	1932	CC1G_14578	eukaryota>fungi>basidiomycota	Coprinopsis cinerea okayama7	NA
XP_001874731.1	EP1	EP1*->	Auts2+Ago_hook+MAP7+GAS2	EP1	2813	LACBIDRAFT_292160	eukaryota>fungi>basidiomycota	Laccaria bicolor S238N-H82	GCF_000143565.1
XP_002470217.1	EP1	EP1*->	F-box+DUF5401	EP1	1352	POSPLDRAFT_95154	eukaryota>fungi>basidiomycota	Postia placenta Mad-698-R	-
XP_003324058.2	EP1	EP1*->	TPH+Mucin	EP1	1600	PGTG_05960	eukaryota>fungi>basidiomycota	Puccinia graminis f. sp. tritici CRL 75-36-700-3	GCF_000149925.1
XP_003324649.2	EP1	EP1*->	TPH+YbjQ_1	EP1	1254	PGTG_06186	eukaryota>fungi>basidiomycota	Puccinia graminis f. sp. tritici CRL 75-36-700-3	GCF_000149925.1
XP_018268799.1	EP1	EP1*->	Arrestin_C+TPH	EP1	1426	RHOBADRAFT_55443	eukaryota>fungi>basidiomycota	Rhodotorula graminis WP1	GCF_001329695.1
XP_013241589.1	EP1	EP1*->	Uso1_p115_head+DUF5401	EP1	1154	K437DRAFT_258431	eukaryota>fungi>basidiomycota	Tilletiaria anomala UBC 951	GCF_000711695.1
XP_011391917.1	EP1	EP1*->	SOBP+CCDC158	EP1	2121	UMAG_10350	eukaryota>fungi>basidiomycota	Ustilago maydis 521	GCF_000328475.2
XP_014666750.1	EP1	EP1*->	Mad3_BUB1_I+TPH	EP1	1240	LOC106808510	eukaryota>metazoa	Priapulus caudatus	GCF_000485595.1
NP_001025956.1	EP1	EP1*->	DUF5401	EP1	924	KIAA1524	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015141042.1	EP1	EP1*->	DUF3584	EP1	560	MTUS1	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_012356748.1	EP1	EP1*->	DUF5401	EP1	909	CNTROB	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
NP_001073646.1	EP1	EP1*->	DUF3584+Angiomotin_C	EP1	721	amotl2a	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
NP_001030137.1	EP1	EP1*->	SMC_N+GREB1	EP1	1491	ice1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_691143.2	EP1	EP1*->	Myosin_head+IQ+IQ+DUF5401+DIL	EP1	1746	myo5c	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
CAF96463.1	EP1	EP1*->	CAP_GLY+DUF2518+SCP-1+Dynactin	EP1	1395	GSTEN:00013502:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
CAG01244.1	EP1	EP1*->	CAP_GLY+CALCOCO1+Dynactin	EP1	1322	GSTEN:00019945:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
XP_001309662.1	EP1	EP1*->	DUF5401	EP1	737	TVAG_075380	eukaryota>parabasalia	Trichomonas vaginalis G3	GCF_000002825.2
Pram1000007912	EP1	-	NupH_GANP+SAC3_GANP+TPH	EP1	1281	Pram1000007912	eukaryota>stramenopiles	Phytophthora ramorum	-
GAQ83479.1	EP1	EP1*->	PX+DUF5401	EP1	830	KFL_001500090	eukaryota>viridiplantae	Klebsormidium nitens	GCA_000708835.1
GAQ87171.1	EP1	<-EP1*	DUF5401	EP1	995	KFL_003360035	eukaryota>viridiplantae	Klebsormidium nitens	GCA_000708835.1
XP_010648472.1	EP1	EP1*->	DUF5401+Nucleoporin_FG2	EP1	1494	LOC100261159	eukaryota>viridiplantae	Vitis vinifera	GCF_000003745.3
XP_011396699.1	EP1	EP1*->	TPR_MLP1_2+CENP-F_leu_zip	EP1	2185	F751_6789	eukaryota>viridiplantae>chlorophyta	Auxenochlorella protothecoides	GCF_000733215.1
XP_003056215.1	EP1	EP1*->	Myosin_tail_1+Nucleoporin_FG	EP1	737	MICPUCDRAFT_65216	eukaryota>viridiplantae>chlorophyta	Micromonas pusilla CCMP1545	GCF_000151265.2
XP_002949840.1	EP1	EP1*->	CCDC158	EP1	1443	VOLCADRAFT_117392	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_002951565.1	EP1	EP1*->	Myosin_tail_1	EP1	2748	VOLCADRAFT_92191	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
AIF81469.1	SIG+EP1	SIG+EP1*->	SIG+DUF5401+IFT57	SIG+EP1	1049	I862_04545	bacteria>proteobacteria>alphaproteobacteria	endosymbiont of Acanthamoeba sp. UWC8	GCA_000730245.1
AKU62786.1	SIG+EP1	SIG+EP1*->	SIG+Peptidase_S6+Pertactin+TPH+Autotransporter	SIG+EP1	1597	ADJ80_02965	bacteria>proteobacteria>gammaproteobacteria	Aggregatibacter aphrophilus	GCA_001262035.1
AKJ52647.1	SIG+EP1	<-SIG+EP1*	SIG+Myosin_tail_1+DUF885	SIG+EP1	1079	p120	bacteria>tenericutes	Mycoplasma hominis	GCA_001017595.1
OLP98848.1	SIG+EP1	SIG+EP1*->	SIG+PPR_2+PPR_2+PPR_2+Atg8+Atg8+SCP-1	SIG+EP1	1079	AK812_SmicGene18664	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
OLQ11357.1	SIG+EP1	<-SIG+EP1*	SIG+HOOK+Glyco_hydro_38+Alpha-mann_mid+Glyco_hydro_38C+Kinesin	SIG+EP1	1754	MAN2B1	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_001748788.1	SIG+EP1	SIG+EP1*->	SIG+LRR_4+DUF5401+DUF390	SIG+EP1	1535	MONBRDRAFT_38472	eukaryota>choanoflagellida	Monosiga brevicollis MX1	GCF_000002865.3
XP_005818696.1	SIG+EP1	SIG+EP1*->	SIG+DUF5401	SIG+EP1	1092	GUITHDRAFT_166834	eukaryota>cryptophyta	Guillardia theta CCMP2712	GCF_000315625.1
XP_013245034.1	SIG+EP1	SIG+EP1*->	SIG+Kinesin+CALCOCO1	SIG+EP1	1094	K437DRAFT_293263	eukaryota>fungi>basidiomycota	Tilletiaria anomala UBC 951	GCF_000711695.1
XP_016611526.1	SIG+EP1	SIG+EP1*->	SIG+TPH+Nucleoporin_FG2	SIG+EP1	980	SPPG_00971	eukaryota>fungi>chytridiomycota	Spizellomyces punctatus DAOM BR117	GCF_000182565.1
XP_011605650.1	SIG+EP1	SIG+EP1*->	SIG+SCAPER_N+Treacle+TPH+zf-met	SIG+EP1	1485	scaper	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_015748213.1	SIG+EP1	SIG+EP1*->	SIG+IncA	SIG+EP1	1291	LOC107328009	eukaryota>metazoa>cnidaria	Acropora digitifera	GCF_000222465.1
XP_011145355.1	SIG+EP1	SIG+EP1*->	SIG+DUF5401	SIG+EP1	1257	LOC105186679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_002290899.1	SIG+EP1	SIG+EP1*->	SIG+TPH	SIG+EP1	1421	THAPSDRAFT_22940	eukaryota>stramenopiles	Thalassiosira pseudonana CCMP1335	GCF_000149405.2
XP_012049082.1	SidE	SidE*->	CAP_GLY+CAF-1_p60_C+CCDC158+Dynactin+FAM76	SidE	1274	CNAG_01051	eukaryota>fungi>basidiomycota	Cryptococcus neoformans var. grubii H99	GCF_000149245.1
XP_014569244.1	SidE	SidE*->	ANTH+DUF5401+I_LWEQ	SidE	1077	L969DRAFT_98428	eukaryota>fungi>basidiomycota	Mixia osmundae IAM 14324	GCF_000708205.1
XP_016604760.1	SidE	SidE*->	SCP-1	SidE	1136	SPPG_07929	eukaryota>fungi>chytridiomycota	Spizellomyces punctatus DAOM BR117	GCF_000182565.1
CAF96454.1	SidE	<-SidE*<-PspA+Tox-ODYAM1+MA	Myosin_N+Myosin_head+Myosin_tail_1	SidE	762	GSTEN:00013490:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
XP_015836471.1	SidE	SidE*->	DUF3584	SidE	1876	LOC654936	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_009057280.1	SidE	SidE*->	SCP-1	SidE	1272	LOTGIDRAFT_233267	eukaryota>metazoa>mollusca	Lottia gigantea	GCF_000327385.1
ETO23523.1	SidE	<-SidE*	Kinesin+DUF5401	SidE	685	RFI_13656	eukaryota>rhizaria	Reticulomyxa filosa	GCA_000512085.1
ABO98282.1	SidE	SidE*->	SMC_N+Aida_C2	SidE	1479	OSTLU_26192	eukaryota>viridiplantae>chlorophyta	Ostreococcus lucimarinus CCE9901	GCA_000092065.1
OLP77222.1	SIG+EP1+EP1	<-SIG+EP1+EP1*	SIG+Myosin_tail_1	SIG+EP1+EP1	1065	AK812_SmicGene42740	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_001745137.1	SIG+EP1+EP1	SIG+EP1+EP1*->	SIG+CH+Myosin_tail_1+GAS2+Atrophin-1	SIG+EP1+EP1	2346	MONBRDRAFT_32092	eukaryota>choanoflagellida	Monosiga brevicollis MX1	GCF_000002865.3
CBJ28456.1	SIG+EP1+EP1	<-SIG+EP1+EP1*||?-><-?<-?<-LRR+MIP-T3	SIG+DUF5401	SIG+EP1+EP1	1077	Esi_0106_0035	eukaryota>stramenopiles	Ectocarpus siliculosus	GCA_000310025.1
GAQ84530.1	SIG+EP1+EP1	<-SIG+EP1+EP1*	SIG+APG6+DUF5401+Rabaptin	SIG+EP1+EP1	2066	KFL_001930080	eukaryota>viridiplantae	Klebsormidium nitens	GCA_000708835.1
XP_001703486.1	SIG+EP1+EP1	SIG+EP1+EP1*->	SIG+SEEEED+Sfi1+DUF5401+PLA2_B+MAP7	SIG+EP1+EP1	3124	POC4	eukaryota>viridiplantae>chlorophyta	Chlamydomonas reinhardtii	GCF_000002595.1
AFZ09174.1	MA	MA*->	Methyltransf_21+DUF3584	MA	754	Osc7112_4906	bacteria>cyanobacteria	Oscillatoria nigro-viridis PCC 7112	GCA_000317475.1
ABG50783.1	MA	<-MA*	DUF5401+DUF563+Methyltransf_24	MA	985	Tery_1496	bacteria>cyanobacteria	Trichodesmium erythraeum IMS101	GCA_000014265.1
ABG52110.1	MA	<-MA*||TPR+TPR->	Methyltransf_21+CALCOCO1	MA	786	Tery_2946	bacteria>cyanobacteria	Trichodesmium erythraeum IMS101	GCA_000014265.1
CEK10489.1	MA	MA*-><-?<-?<-DADA-Ligase	DUF390	MA	746	LHA_1446	bacteria>proteobacteria>gammaproteobacteria	Legionella hackeliae	GCA_000953655.1
EST45492.1	MA	<-MA*	CCDC158	MA	2144	SS50377_14564	eukaryota>diplomonadida	Spironucleus salmonicida	GCA_000497125.1
XP_011393712.1	EP1+EP1	EP1+EP1*->	TPH	EP1+EP1	1868	NCU16593	eukaryota>fungi>ascomycota	Neurospora crassa OR74A	GCF_000182925.2
XP_002956185.1	EP1+EP1	EP1+EP1*->	CENP-F_leu_zip+TPH+DUF5401	EP1+EP1	2956	VOLCADRAFT_119310	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_002955515.1	EP1+EP1	EP1+EP1*->	DUF4485+DUF5401+Apolipoprotein	EP1+EP1	3315	VOLCADRAFT_96456	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
AAM01985.1	SIG+SidE	SIG+SidE*-><-?<-?<-polyprenyl_synt	SIG+Spc7+Bactofilin	SIG+SidE	609	MK0771	archaea>euryarchaeota	Methanopyrus kandleri AV19	GCA_000007185.1
KKQ32387.1	SIG+SidE	SIG+SidE*->	SIG+HMMR_N	SIG+SidE	1350	US49_C0009G0024	bacteria	candidate division TM6 bacterium GW2011_GWF2_37_49	GCA_000989955.1
XP_001834155.2	SIG+SidE	SIG+SidE*->	SIG+Myosin_tail_1+QWRF	SIG+SidE	1313	CC1G_09112	eukaryota>fungi>basidiomycota	Coprinopsis cinerea okayama7	NA
CEM29592.1	CR-Kinase+EP1	CR-Kinase+EP1*->	Pkinase+DUF5401	CR-Kinase+EP1	1729	Vbra_17844	eukaryota>alveolata	Vitrella brassicaformis CCMP3155	GCA_001179505.1
XP_001743367.1	CR-Kinase+EP1	CR-Kinase+EP1*->	Pkinase+Pkinase_C+DUF3584+CNH	CR-Kinase+EP1	1411	MONBRDRAFT_22890	eukaryota>choanoflagellida	Monosiga brevicollis MX1	GCF_000002865.3
EXX59250.1	CR-Kinase+EP1	CR-Kinase+EP1*->	Pkinase_Tyr+LRR_4+DUF5401	CR-Kinase+EP1	1829	RirG_190760	eukaryota>fungi	Rhizophagus irregularis DAOM 197198w	GCA_000597685.1
KFH71082.1	RING+UBP-ZNF+EP1	RING+UBP-ZNF+EP1*->	BRAP2+zf-RING_2+zf-UBP+OmpH	RING+UBP-ZNF+EP1	757	MVEG_03928	eukaryota>fungi	Mortierella verticillata NRRL 6337	GCA_000739165.1
XP_001728437.1	RING+UBP-ZNF+EP1	RING+UBP-ZNF+EP1*->	BRAP2+zf-RING_2+zf-UBP+SCP-1	RING+UBP-ZNF+EP1	851	NCU11215	eukaryota>fungi>ascomycota	Neurospora crassa OR74A	GCF_000182925.2
AOS97621.1	SbcC+EP1+SbcC	SbcC+EP1+SbcC*->	SMC_N	SbcC+EP1+SbcC	1167	smc_3	bacteria>proteobacteria>gammaproteobacteria	Microbulbifer aggregans	GCA_001750105.1
XP_002682487.1	SbcC+EP1+SbcC	SbcC+EP1+SbcC*->	SMC_N	SbcC+EP1+SbcC	1214	NAEGRDRAFT_89	eukaryota>heterolobosea	Naegleria gruberi strain NEG-M	GCF_000004985.1
XP_008860545.1	BZIP	BZIP*->	DUF3584	BZIP	576	ENU1_208660	eukaryota>amoebozoa>entamoebidae	Entamoeba nuttalli P19	GCF_000257125.1
XP_013431552.1	BZIP	BZIP*->	DUF3074+DUF5401	BZIP	615	M436DRAFT_34735	eukaryota>fungi>ascomycota	Aureobasidium namibiae CBS 147.97	GCF_000721765.1
AJC73429.1	SbcC+SIGMA-HTH+SidE+SbcC	RuvA_N+HHH_5+RuvA_C->?-><-?<-HxxxH||?->SbcC+SIGMA-HTH+SidE+SbcC*->	SMC_N	SbcC+SIGMA-HTH+SidE+SbcC	1183	AJ81_03480	bacteria>thermotogae	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	GCA_000816145.1
XP_004832387.1	SbcC+SIGMA-HTH+SidE+SbcC	SbcC+SIGMA-HTH+SidE+SbcC*->	SMC_N	SbcC+SIGMA-HTH+SidE+SbcC	1198	BEWA_014940	eukaryota>alveolata>apicomplexa	Theileria equi strain WA	GCF_000342415.1
ADG67140.1	FHA+EP1	FHA+EP1*->	Yop-YscD_cpl+DUF5401	FHA+EP1	1164	Plim_1306	bacteria>planctomycetes	Planctopirus limnophila DSM 3776	GCA_000092105.1
XP_002957496.1	FHA+EP1	FHA+EP1*->	SIG+FHA+DUF5401	FHA+EP1	1440	VOLCADRAFT_98604	eukaryota>viridiplantae>chlorophyta	Volvox carteri f. nagariensis	GCF_000143455.1
XP_004345102.1	EFHAND+EFHAND+EP1	EFHAND+EFHAND+EP1*->	EF-hand_4+EF-hand_4+Spc7	EFHAND+EFHAND+EP1	828	CAOG_06353	eukaryota>ichthyosporea	Capsaspora owczarzaki ATCC 30864	GCF_000151315.2
XP_003385156.1	EFHAND+EFHAND+EP1	EFHAND+EFHAND+EP1*->	EF-hand_4+EF-hand_4+EF-hand_4+Taxilin	EFHAND+EFHAND+EP1	959	LOC100635938	eukaryota>metazoa	Amphimedon queenslandica	GCF_000090795.1
XP_018086320.1	SIGMA-HTH	SIGMA-HTH*->	Myosin_N+Myosin_head+Myosin_tail_1	SIGMA-HTH	1491	myh8	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
NP_501620.2	SIGMA-HTH	SIGMA-HTH*->	Myosin_head+DUF5401+DUF5401	SIGMA-HTH	1464	nmy-3	eukaryota>metazoa>nematoda	Caenorhabditis elegans	GCF_000002985.6
ELR17196.1	RING+EP1+CR-Kinase	<-RING+EP1+CR-Kinase*	DUF5401+Pkinase	RING+EP1+CR-Kinase	685	ACA1_058520	eukaryota>amoebozoa>acanthamoebidae	Acanthamoeba castellanii str. Neff	GCA_000313135.1
XP_012758281.1	RING+EP1+CR-Kinase	RING+EP1+CR-Kinase*->	zf-C3HC4+Myosin_tail_1+Pkinase	RING+EP1+CR-Kinase	735	SAMD00019534_008600	eukaryota>amoebozoa>mycetozoa>dictyosteliida	Acytostelium subglobosum LB1	GCF_000787575.1
XP_017994124.1	SbcC+EP1	SbcC+EP1*->	SMC_N	SbcC+EP1	1102	Malapachy_3039	eukaryota>fungi>basidiomycota	Malassezia pachydermatis	GCF_001278385.1
XP_011398774.1	SbcC+EP1	SbcC+EP1*->	AAA_23+DUF390+SMC_N	SbcC+EP1	1106	F751_1492	eukaryota>viridiplantae>chlorophyta	Auxenochlorella protothecoides	GCF_000733215.1
XP_016856221.1	EP1+BetaPropeller	EP1+BetaPropeller*->	SCP-1+CALCOCO1+WD40+WD40+WD40+WD40	EP1+BetaPropeller	1236	KIF21B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
ETO31654.1	EP1+BetaPropeller	EP1+BetaPropeller*->	CALCOCO1+WD40	EP1+BetaPropeller	1425	RFI_05466	eukaryota>rhizaria	Reticulomyxa filosa	GCA_000512085.1
AEA43531.1	TM+TM+TM+EP1	<-FAD-NAD-dep-oxidoreductase<-UPF0054<-?<-TM+TM+TM+EP1*	TM+TM+TM+DUF5401+DUF4175	TM+TM+TM+EP1	1115	Fluta_1538	bacteria>bacteroidetes	Fluviicola taffensis DSM 16823	GCA_000194605.1
OLP90998.1	TM+TM+TM+EP1	<-CR-Kinase+EP1+EP1+EP1<-TM+TM+TM+EP1*<-?<-?<-?<-?<-?<-?<-EP1	TM+TM+TM+Somatomedin_B+Spc7	TM+TM+TM+EP1	1069	AK812_SmicGene27350	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
OLP96967.1	SIG+TM+TM+TM+TM+TM+TM+EP1	<-SIG+TM+TM+TM+TM+TM+TM+EP1*	SIG+TM+TM+TM+TM+TM+TM+GBP+DUF4670+GFO_IDH_MocA	SIG+TM+TM+TM+TM+TM+TM+EP1	2672	GBP2	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_001444485.1	SIG+TM+TM+TM+TM+TM+TM+EP1	SIG+TM+TM+TM+TM+TM+TM+EP1*->	SIG+Nucleoporin_FG2+VSP+TM+TM+TM+TM+TM+TM+DUF5401	SIG+TM+TM+TM+TM+TM+TM+EP1	1998	GSPATT00012594001	eukaryota>alveolata>ciliophora	Paramecium tetraurelia strain d4-2	GCF_000165425.1
BAK35791.1	SIG+TM+TM+TM+TM+EP1+TM+TM+TM+TM+TM	<-SIG+TM+TM+TM+TM+EP1+TM+TM+TM+TM+TM*||?->?-><-?||?-><-?||Pterin_4a->	ACR_tran+TM	SIG+TM+TM+TM+TM+EP1+TM+TM+TM+TM+TM	1285	MLP_27770	bacteria>actinobacteria	Microlunatus phosphovorus NM-1	GCA_000270245.1
OLP92417.1	SidE+MIP-T3+TM+TM	SidE+MIP-T3+TM+TM*->	SPRY+Myosin_tail_1+CBM_48+Alpha-amylase+FA_desaturase	SidE+MIP-T3+TM+TM	2644	glgB	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
OLQ13885.1	EP1+KH	<-EP1+KH*	CRAL_TRIO+Kinesin+CALCOCO1	EP1+KH	2520	kif7	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
OLP97235.1	DNAJ+EP1+SIGMA-HTH+TM+TM	DNAJ+EP1+SIGMA-HTH+TM+TM*->	DnaJ+SCP-1+Kinesin+Sec62	DNAJ+EP1+SIGMA-HTH+TM+TM	2731	ATK3	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_001561855.1	SbcC+EP1+EP1+SbcC	SbcC+EP1+EP1+SbcC*->	SMC_N	SbcC+EP1+EP1+SbcC	1208	LBRM_05_0410	eukaryota>euglenozoa>kinetoplastida	Leishmania braziliensis MHOM/BR/75/M2904	GCF_000002845.2
XP_004348615.1	CR-Kinase+EP1+EP1+C1+PH	CR-Kinase+EP1+EP1+C1+PH*->	Pkinase+Pkinase_C+APG6+Myosin_tail_1+C1_1+PH+CNH	CR-Kinase+EP1+EP1+C1+PH	1937	CAOG_02802	eukaryota>ichthyosporea	Capsaspora owczarzaki ATCC 30864	GCF_000151315.2
OLP95115.1	EP1+EP1+DUF572	<-EP1+EP1+DUF572*	Atrophin-1+DUF5401	EP1+EP1+DUF572	1367	AK812_SmicGene22807	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
EPY19482.1	SIG+SIGMA-HTH+MA+NIT	<-SIG+SIGMA-HTH+MA+NIT*	SIG+Kinesin+DUF3584	SIG+SIGMA-HTH+MA+NIT	1142	AGDE_15216	eukaryota>euglenozoa>kinetoplastida	Angomonas deanei	GCA_000442575.2
XP_001456783.1	SIG+DHHC-ZNF+Tox-ODYAM1	SIG+DHHC-ZNF+Tox-ODYAM1*->	SIG+DHHC+DUF5401	SIG+DHHC-ZNF+Tox-ODYAM1	655	GSPATT00022558001	eukaryota>alveolata>ciliophora	Paramecium tetraurelia strain d4-2	GCF_000165425.1
Bnat1000002828	SIG+LINK	-	SIG+Granulin+Herpes_BLLF1+HCR+SMC_N	SIG+LINK	1990	Bnat1000002828	eukaryota>rhizaria	Bigelowiella natans	-
AKU21422.1	SIG+CR-Kinase+EP1+FGE-sulfatase	<-SIG+CR-Kinase+EP1+FGE-sulfatase*	SIG+SHOCT+Pkinase+DUF5401+FGE-sulfatase	SIG+CR-Kinase+EP1+FGE-sulfatase	772	ACZ75_07970	bacteria>proteobacteria>betaproteobacteria	Massilia sp. NR 4-1	GCA_001191005.1
OLQ02845.1	SIG+KH+KH+MIP-T3	<-SIG+KH+KH+MIP-T3*	SIG+KH_1+KH_1+SMC_N	SIG+KH+KH+MIP-T3	1471	Fubp1	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
XP_008873497.1	SMAD+TM+TM+EP1+EP1+EP1+EP1+Nop52+EP1+7TMR-HDED+EP1+EP1+EP1	SMAD+TM+TM+EP1+EP1+EP1+EP1+Nop52+EP1+7TMR-HDED+EP1+EP1+EP1*->	VSP+VSP+MISS+VSP+Ephrin_rec_like+TM+TM+HAUS-augmin3+Myosin_tail_1+Myosin_tail_1+DUF3584	SMAD+TM+TM+EP1+EP1+EP1+EP1+Nop52+EP1+7TMR-HDED+EP1+EP1+EP1	7809	H310_09251	eukaryota>stramenopiles	Aphanomyces invadans	GCF_000520115.1
ELR23887.1	NT-C2+DUF4407+DUF3584+DIL	NT-C2+DUF4407+DUF3584+DIL*->	NT-C2+DUF4407+DUF3584+DIL	-	1952	ACA1_074540	eukaryota>amoebozoa>acanthamoebidae	Acanthamoeba castellanii str. Neff	GCA_000313135.1
AND14437.1	EP1+A18	<-SIG+TM+TM+TM+TM<-ABC-ATPase<-EP1+A18*	DUF5401+SRP54	EP1+A18	612	AOUC001_16680	bacteria>proteobacteria>gammaproteobacteria	Proteus mirabilis	GCA_001640985.1
ACX72857.1	SIG+TM+CR-Kinase+PCC1+IWS1	<-SIG+TM+CR-Kinase+PCC1+IWS1*	SIG+PEGA+PEGA+PEGA+TM+Pkinase	SIG+TM+CR-Kinase+PCC1+IWS1	864	Metvu_0999	archaea>euryarchaeota	Methanocaldococcus vulcanius M7	GCA_000024625.1
OGW29589.1	Pkinase+EP1+FGE-sulfatase	<-Pkinase+EP1+FGE-sulfatase*	DUF4388+Pkinase+DUF5401+FGE-sulfatase	Pkinase+EP1+FGE-sulfatase	1264	A2X59_11520	bacteria>nitrospirae	Nitrospirae bacterium GWC2_42_7	GCA_001803645.1
ADE83932.1	Sulfotransfer+EP1+MA+BACTERIALFRINGE	<-Sulfotransfer+EP1+MA+BACTERIALFRINGE*	SIG+Myosin_tail_1+Glyco_tran_WbsX+Glyco_transf_4+Glyco_trans_1_4+Glycos_transf_2	Sulfotransfer+EP1+MA+BACTERIALFRINGE	1993	RCAP_rcc00167	bacteria>proteobacteria>alphaproteobacteria	Rhodobacter capsulatus SB 1003	GCA_000021865.1
XP_001226564.1	MA+SAM-methylase+SAM-methylase	MA+SAM-methylase+SAM-methylase*->	CCDC158+FtsJ	MA+SAM-methylase+SAM-methylase	957	CHGG_08637	eukaryota>fungi>ascomycota	Chaetomium globosum CBS 148.51	GCF_000143365.1
OLP81600.1	RnaseH+RVT+MA+EP1	RnaseH+RVT+MA+EP1*->	WEMBL+Tropomyosin+MAP7	RnaseH+RVT+MA+EP1	2370	MFP1	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
Bnat1000002812	PDZ+EP1	-	Tmemb_cc2+DUF5401	PDZ+EP1	1026	Bnat1000002812	eukaryota>rhizaria	Bigelowiella natans	-
CBN77699.1	IG+NIT+EP1+EP1+EP1+EP1+EP1	IG+NIT+EP1+EP1+EP1+EP1+EP1*->	VSP+VSP+VSP+Ephrin_rec_like+Apolipoprotein+TPH+TPH+TPH+SMC_N	IG+NIT+EP1+EP1+EP1+EP1+EP1	6779	Esi_0062_0018	eukaryota>stramenopiles	Ectocarpus siliculosus	GCA_000310025.1
GAQ81296.1	KELCH+EP1	KELCH+EP1*->	Kelch_1+Kelch_4+DUF3584	KELCH+EP1	977	KFL_000760250	eukaryota>viridiplantae	Klebsormidium nitens	GCA_000708835.1
OLP97594.1	SIG+TM+EP1+7TMR-HDED+DUF572	<-SIG+TM+EP1+7TMR-HDED+DUF572*	SIG+TM+hDGE_amylase+DUF3584+hDGE_amylase	SIG+TM+EP1+7TMR-HDED+DUF572	2346	AK812_SmicGene20041	eukaryota>alveolata	Symbiodinium microadriaticum	GCA_001939145.1
CAG02247.1	EP1+MA	<-EP1+MA*	Myosin_N+Myosin_head+Myosin_tail_1	EP1+MA	2046	GSTEN:00021277:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
XP_002117726.1	CHASE3	CHASE3*->	CAP_GLY+DUF3584+Dynactin	CHASE3	1260	TRIADDRAFT_61755	eukaryota>metazoa>placozoa	Trichoplax adhaerens	GCF_000150275.1
