AccNum	ClustID	ClustName.orig	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_015155980.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	888	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015155981.1	000012.43	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	888	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
Smar1000007025	000019.18	Snf7	-	Snf7	Snf7	435	Smar1000007025	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	-
XP_003272917.1	000019.18	Snf7	Snf7*->	Snf7	Snf7	453	CHMP7	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_011613791.1	000019.18	Snf7	Snf7*->	Snf7	Snf7	429	chmp7	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_001195762.2	000019.18	Snf7	Snf7*->	Snf7	Snf7	446	LOC756585	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_009301999.2	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	Myosin_tail_1+C1_1+PH+CNH	PspA+SIGMA-HTH+EP1+C1+PH	1625	LOC100333880	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009301998.2	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	Myosin_tail_1+C1_1+PH+CNH	PspA+SIGMA-HTH+EP1+C1+PH	1625	LOC100333880	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009301997.2	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	Myosin_tail_1+C1_1+PH+CNH	PspA+SIGMA-HTH+EP1+C1+PH	1647	LOC100333880	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_017212891.1	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	Myosin_tail_1+C1_1+PH+CNH	PspA+SIGMA-HTH+EP1+C1+PH	1655	LOC100333880	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_017212890.1	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	Myosin_tail_1+C1_1+PH+CNH	PspA+SIGMA-HTH+EP1+C1+PH	1656	LOC100333880	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_003974779.1	000021.16	PspA+SIGMA-HTH+EP1+C1+PH	PspA+SIGMA-HTH+EP1+C1+PH*->	CCDC158+C1_1+PH+CNH	SidE+PspA+C1+PH	1638	LOC101072584	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_019699990.1	000024.11	PspA+TM	PspA+TM*->	SCP-1	PspA	1179	LOC105189740	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
Chet1000001694	000026.11	Snf7	-	Snf7+Atrophin-1	Snf7	524	Chet1000001694	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
XP_001762532.1	000027.11	Snf7	Snf7*->	Snf7	Snf7	386	PHYPADRAFT_125764	eukaryota>viridiplantae	Physcomitrella patens	-
XP_002989143.1	000027.11	Snf7	Snf7*->	Snf7	Snf7	405	SELMODRAFT_129426	eukaryota>viridiplantae	Selaginella moellendorffii	-
XP_002987357.1	000027.11	Snf7	Snf7*->	Snf7	Snf7	423	SELMODRAFT_158708	eukaryota>viridiplantae	Selaginella moellendorffii	-
XP_011136890.1	000033.7	PspA	PspA*->	CALCOCO1+CH	PspA	1408	LOC105181671	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_011136887.1	000033.7	PspA	PspA*->	CCDC158+CH	PspA	1497	LOC105181671	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696223.1	000033.7	PspA	PspA*->	SIG+DUF3584+CH	SIG+PspA	1606	LOC105181671	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
Bcir1000007249	000038.6	Snf7	-	SIG+Snf7	SIG+Snf7	425	Bcir1000007249	eukaryota>fungi>mucoromycotina	Backusella circina	-
Uram1000003873	000038.6	Snf7	-	Snf7	Snf7	467	Uram1000003873	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	-
XP_016869452.1	000041.6	SIG+Snf7	SIG+Snf7*->	SIG+Snf7	SIG+Snf7	385	CHMP7	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_015130253.1	000047.5	SPX	SPX*->	Dzip-like_N+DUF3584	LPD8+SidE	806	DZIP1	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015130251.1	000047.5	SPX	SPX*->	Dzip-like_N+SMC_N	SPX	825	DZIP1	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_011608605.1	000054.4	EP1+EP1	EP1+EP1*->	Myosin_tail_1	SIGMA-HTH+EP1	1291	cgnl1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_015156027.1	000060.4	SIG+IG+TM+PspA	SIG+IG+TM+PspA*->	SIG+V-set+TM+DUF3584	SIG+IG+TM+PspA	714	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156026.1	000060.4	SIG+IG+TM+PspA	SIG+IG+TM+PspA*->	SIG+V-set+TM+DUF3584	SIG+IG+TM+PspA	715	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156025.1	000060.4	SIG+IG+TM+PspA	SIG+IG+TM+PspA*->	SIG+V-set+C2-set_2+TM+DUF3584	SIG+IG+TM+PspA	722	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156023.1	000060.4	SIG+IG+TM+PspA	SIG+IG+TM+PspA*->	SIG+V-set+TM+DUF3584	SIG+IG+TM+PspA	736	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_017210316.1	000071.4	Snf7	Snf7*->	Snf7	Snf7	146	chmp6a	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_008885927.1	000074.3	EP1+EP2+EP1	EP1+EP2+EP1*->	RCC1_2+RCC1+RCC1+DUF390+Myosin_tail_1	EP1+EP2+EP1	1933	HHA_280770	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
XP_008886944.1	000078.3	SIG+EP1	SIG+EP1*->	SIG+DUF5401	SIG+EP1	1370	HHA_207370	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
XP_008883847.1	000087.3	SIG+Snf7	SIG+Snf7*->	SIG+Snf7	SIG+Snf7	449	HHA_248310	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
Bcir1000003327	000088.3	Snf7	-	Snf7	Snf7	296	Bcir1000003327	eukaryota>fungi>mucoromycotina	Backusella circina	-
Lhya1000002521	000088.3	Snf7	-	Snf7	Snf7	290	Lhya1000002521	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	-
XP_011671040.1	000104.2	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK*->	RA+RA+DIL+PDZ+DUF5401	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	2241	LOC589923	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_011671039.1	000104.2	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK*->	RA+RA+DIL+PDZ+DUF5401	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	2268	LOC589923	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_016869719.1	000110.2	ImmLRR+PspA	ImmLRR+PspA*->	LRR_4+LRR_9+DUF3584+Pro-rich	ImmLRR+PspA+ATPcone	1324	CNTRL	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_011601877.1	000127.2	EFHAND+EP1	EFHAND+EP1*->	EF-hand_7+MAD+RBD-FIP	EFHAND+EP1	1041	rab11fip3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011601873.1	000127.2	EFHAND+EP1	EFHAND+EP1*->	EF-hand_7+MAD+RBD-FIP	EFHAND+EP1	1087	rab11fip3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
Chet1000008504	000130.2	EP1	-	Uso1_p115_head+CALCOCO1+Uso1_p115_C	EP1	1037	Chet1000008504	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	-
XP_011672878.1	000131.2	EP1	EP1*->	Atrophin-1+Macoilin+DUF3585	EP1	1017	LOC586871	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_011672873.1	000131.2	EP1	EP1*->	Atrophin-1+Macoilin+DUF3585+TM	EP1+TM	1031	LOC586871	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_015156029.1	000150.2	SIG+TM+PspA+PspA	SIG+TM+PspA+PspA*->	SIG+TM+DUF3584+PRY+SPRY	SIG+TM+PspA+PspA	579	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015156028.1	000150.2	SIG+TM+PspA+PspA	SIG+TM+PspA+PspA*->	SIG+TM+DUF3584+PRY+SPRY	SIG+TM+PspA+BZIP	597	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_006560095.1	000161.2	Snf7	Snf7*->	Snf7	Snf7	442	LOC100577963	eukaryota>metazoa>hexapoda	Apis mellifera	-
ERG80252.1	000163.2	Snf7	Snf7*->	Snf7	Snf7	417	ASU_12190	eukaryota>metazoa>nematoda	Ascaris suum	-
XP_008883414.1	000166.2	Snf7	Snf7*->	Snf7	Snf7	280	HHA_315350	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
Smed1000004306	000192.2	Snf7	-	-	Snf7	93	Smed1000004306	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
KKQ55387.1	000000.1	Snf7	Snf7*->	FapA	Snf7	465	US76_C0033G0002	bacteria	Parcubacteria group bacterium GW2011_GWA2_38_13b	-
XP_012650388.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	217	BBM_III09030	eukaryota>alveolata>apicomplexa	Babesia microti strain RI	-
XP_728485.1	000000.1	Snf7	Snf7*->	-	Snf7	128	PY07558	eukaryota>alveolata>apicomplexa	Plasmodium yoelii yoelii 17XNL	-
XP_002474647.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	823	POSPLDRAFT_97793	eukaryota>fungi>basidiomycota	Postia placenta Mad-698-R	-
Crev1000003711	000000.1	Snf7	-	Snf7	Snf7	240	Crev1000003711	eukaryota>fungi>kickxellomycotina	Coemansia reversa	-
Bcir1000003615	000000.1	Snf7	-	Snf7	Snf7	354	Bcir1000003615	eukaryota>fungi>mucoromycotina	Backusella circina	-
Bcir1000004713	000000.1	Snf7	-	Snf7	Snf7	479	Bcir1000004713	eukaryota>fungi>mucoromycotina	Backusella circina	-
Pisp1000009679	000000.1	Snf7	-	Snf7	Snf7	208	Pisp1000009679	eukaryota>fungi>neocallimastigomycota	Piromyces sp	-
XP_002435218.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	417	IscW_ISCW005355	eukaryota>metazoa	Ixodes scapularis	-
XP_013788628.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	300	LOC106472518	eukaryota>metazoa	Limulus polyphemus	-
Caps1000024394	000000.1	Snf7	-	Snf7	Snf7	455	Caps1000024394	eukaryota>metazoa>annelida	Capitella spI	-
XP_015129029.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	263	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_006716478.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	429	CHMP7	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_004087188.2	000000.1	Snf7	Snf7*->	Snf7	Snf7	283	LOC101176291	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
XP_004927706.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	469	LOC101743118	eukaryota>metazoa>hexapoda	Bombyx mori	-
NP_730525.2	000000.1	Snf7	Snf7*->	Snf7	Snf7	448	CG5498	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
Smed1000006266	000000.1	Snf7	-	Snf7	Snf7	158	Smed1000006266	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
Smed1000024050	000000.1	Snf7	-	Snf7	Snf7	272	Smed1000024050	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	-
XP_001775837.1	000000.1	Snf7	Snf7*->	Snf7	Snf7	317	PHYPADRAFT_90413	eukaryota>viridiplantae	Physcomitrella patens	-
XP_012546081.1	000000.1	PspA	PspA*->	CAP_GLY+CALCOCO1+Dynactin+DUF4200	PspA	1320	LOC101737198	eukaryota>metazoa>hexapoda	Bombyx mori	-
Bnat1000009644	000000.1	PspA	-	PspA_IM30	PspA	157	Bnat1000009644	eukaryota>rhizaria	Bigelowiella natans	-
XP_002470217.1	000000.1	EP1	EP1*->	F-box+DUF5401	EP1	1352	POSPLDRAFT_95154	eukaryota>fungi>basidiomycota	Postia placenta Mad-698-R	-
XP_012356748.1	000000.1	EP1	EP1*->	DUF5401	EP1	909	CNTROB	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
Pram1000007912	000000.1	EP1	-	NupH_GANP+SAC3_GANP+TPH	EP1	1281	Pram1000007912	eukaryota>stramenopiles	Phytophthora ramorum	-
XP_008881890.1	000000.1	SIG+Snf7	SIG+Snf7*->	SIG+Snf7	SIG+Snf7	759	HHA_225108	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
XP_016869454.1	000000.1	SIG+Snf7	SIG+Snf7*->	SIG+Snf7	SIG+Snf7	319	CHMP7	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	-
XP_001774838.1	000000.1	SIG+Snf7	SIG+Snf7*->	SIG+Snf7	SIG+Snf7	316	PHYPADRAFT_168595	eukaryota>viridiplantae	Physcomitrella patens	-
XP_008660967.1	000000.1	SIG+Snf7	SIG+Snf7*->	SIG+DUF1639+Snf7	SIG+Snf7	519	LOC103640100	eukaryota>viridiplantae	Zea mays	-
XP_011605650.1	000000.1	SIG+EP1	SIG+EP1*->	SIG+SCAPER_N+Treacle+TPH+zf-met	SIG+EP1	1485	scaper	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011145355.1	000000.1	SIG+EP1	SIG+EP1*->	SIG+DUF5401	SIG+EP1	1257	LOC105186679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_729003.1	000000.1	Snf7+TM	Snf7+TM*->	Snf7+TM	Snf7+TM	207	PY01275	eukaryota>alveolata>apicomplexa	Plasmodium yoelii yoelii 17XNL	-
Bnat1000002828	000000.1	SIG+LINK	-	SIG+Granulin+Herpes_BLLF1+HCR+SMC_N	SIG+LINK	1990	Bnat1000002828	eukaryota>rhizaria	Bigelowiella natans	-
XP_008884007.1	000000.1	PspA+PspA+EP1	PspA+PspA+EP1*->	SMC_N+GAS	PspA+PspA+EP1	2301	HHA_213392	eukaryota>alveolata>apicomplexa	Hammondia hammondi	-
Bnat1000002812	000000.1	PDZ+EP1	-	Tmemb_cc2+DUF5401	PDZ+EP1	1026	Bnat1000002812	eukaryota>rhizaria	Bigelowiella natans	-
Caps1000014654	000000.1	EP1+SH3+SH3+SH3+SH3	-	EF-hand_4+MISS+DUF737+ARGLU+SH3_9+SH3_1+SH3_1+SH3_9	EP1+SH3+SH3+SH3+SH3	1159	Caps1000014654	eukaryota>metazoa>annelida	Capitella spI	-
Caps1000018428	000000.1	TM+TM+EP1+Nop52+EP1	-	VSP+Ephrin_rec_like+TM+TM+SMC_N	TM+TM+EP1+Nop52+EP1	9363	Caps1000018428	eukaryota>metazoa>annelida	Capitella spI	-
XP_011671041.1	000000.1	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK*->	RA+RA+DIL+PDZ+DUF5401	FERM+FERM+FHA+PDZ+EP1+Tox-DDRGK	2239	LOC589923	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	-
XP_012360420.1	000000.1	EP1+Snf7+EP1	EP1+Snf7+EP1*->	Rootletin+DUF5401+DUF3584+DUF3584	EP1+Snf7+EP1	2308	CROCC2	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	-
Bcir1000000964	000000.1	SFII-RAD3	-	Kinesin+CCDC158	SFII-RAD3	1007	Bcir1000000964	eukaryota>fungi>mucoromycotina	Backusella circina	-
XP_011617085.1	000000.1	SIG+DISCOIDIN+PspA+MA+LAMG+LamG+LamG	SIG+DISCOIDIN+PspA+MA+LAMG+LamG+LamG*->	SIG+Laminin_N+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_B+Laminin_EGF+Laminin_EGF+Laminin_EGF+Laminin_I+MscS_porin+Laminin_II+Laminin_G_2+Laminin_G_2	SIG+DISCOIDIN+PspA+MA+LAMG+LamG+LamG	3021	LOC101071175	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
ANU75367.1	000000.1	SIG+MA+TM+TM+TM+TM+TM+TM+TM	SIG+MA+TM+TM+TM+TM+TM+TM+TM*->	SIG+Myosin_tail_1+TM+FtsX+TM+TM+FtsX	SIG+MA+TM+TM+TM+TM+TM+TM+TM	1265	A4V09_06050	bacteria>firmicutes	Blautia sp. YL58	-
Bnat1000000161	000000.1	BetaPropeller+EP1	-	DUF5401	BetaPropeller+EP1	1077	Bnat1000000161	eukaryota>rhizaria	Bigelowiella natans	-
Bnat1000015234	000000.1	EP1+EP1+SPX+PspA+EP1+PspA	-	VSP+VSP+Ephrin_rec_like+Ephrin_rec_like+Ephrin_rec_like+Cast+Myosin_tail_1+TPH	EP1+EP1+SPX+PspA+EP1+PspA	5799	Bnat1000015234	eukaryota>rhizaria	Bigelowiella natans	-
Pram1000000683	000000.1	JOR+PspA	-	SIG+Cupin_8+CCDC158	JOR+PspA	959	Pram1000000683	eukaryota>stramenopiles	Phytophthora ramorum	-
XP_015156022.1	000000.1	SIG+IG+TM+PspA+BZIP	SIG+IG+TM+PspA+BZIP*->	SIG+V-set+TM+DUF3584+PRY+SPRY	SIG+IG+TM+PspA+BZIP	787	LOC101749022	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
AHM74106.1	000003.476	PspC+PspB	<-Phageshock_PspD<-PspC+PspB*<-PspB<-PspA	PspC	PspC	124	pspC	bacteria>proteobacteria>gammaproteobacteria	Yersinia enterocolitica LC20	-
AJT64955.1	000004.273	PspC+LiaI-LiaF-TM+HISKIN	<-PspC+LiaI-LiaF-TM+HISKIN*||?-><-?||PspC+TM+TM+TM+TM+TM+Toast-rack->	PspC+TM+TM+TM+TM+HATPase_c_2	PspC+LiaI-LiaF-TM+TM	432	T261_3285	bacteria>actinobacteria	Streptomyces lydicus A02	-
